event_id,is_anomaly,attack_type
EVT-0003274,0,normal
EVT-0003275,0,normal
EVT-0003276,0,normal
EVT-0003277,0,normal
EVT-0003278,0,normal
EVT-0003279,0,normal
EVT-0003280,0,normal
EVT-0003281,0,normal
EVT-0003282,0,normal
EVT-0003283,0,normal
EVT-0003284,1,impossible_travel
EVT-0003285,0,normal
EVT-0003286,0,normal
EVT-0003287,0,normal
EVT-0003288,0,normal
EVT-0003289,0,normal
EVT-0003290,0,normal
EVT-0003291,0,normal
EVT-0003292,0,normal
EVT-0003293,0,normal
EVT-0003294,0,normal
EVT-0003295,0,normal
EVT-0003296,0,normal
EVT-0003297,0,normal
EVT-0003298,0,normal
EVT-0003299,0,normal
EVT-0003300,0,normal
EVT-0003301,0,normal
EVT-0003302,0,normal
EVT-0003303,0,normal
EVT-0003304,0,normal
EVT-0003305,0,normal
EVT-0003306,0,normal
EVT-0003307,0,normal
EVT-0003308,0,normal
EVT-0003309,1,credential_stuffing
EVT-0003310,1,credential_stuffing
EVT-0003311,1,credential_stuffing
EVT-0003312,1,credential_stuffing
EVT-0003313,1,credential_stuffing
EVT-0003314,1,credential_stuffing
EVT-0003315,1,credential_stuffing
EVT-0003316,1,credential_stuffing
EVT-0003317,1,credential_stuffing
EVT-0003318,1,credential_stuffing
EVT-0003319,1,credential_stuffing
EVT-0003320,1,credential_stuffing
EVT-0003321,1,credential_stuffing
EVT-0003322,1,credential_stuffing
EVT-0003323,1,credential_stuffing
EVT-0003324,1,credential_stuffing
EVT-0003325,1,credential_stuffing
EVT-0003326,0,normal
EVT-0003327,0,normal
EVT-0003328,0,normal
EVT-0003329,0,normal
EVT-0003330,0,normal
EVT-0003331,0,normal
EVT-0003332,0,normal
EVT-0003333,0,normal
EVT-0003334,0,normal
EVT-0003335,0,normal
EVT-0003336,0,normal
EVT-0003337,0,normal
EVT-0003338,0,normal
EVT-0003339,0,normal
EVT-0003340,0,normal
EVT-0003341,0,normal
EVT-0003342,0,normal
EVT-0003343,0,normal
EVT-0003344,0,normal
EVT-0003345,0,normal
EVT-0003346,0,normal
EVT-0003347,0,normal
EVT-0003348,0,normal
EVT-0003349,0,normal
EVT-0003350,0,normal
EVT-0003351,0,normal
EVT-0003352,0,normal
EVT-0003353,0,normal
EVT-0003354,0,normal
EVT-0003355,0,normal
EVT-0003356,0,normal
EVT-0003357,0,normal
EVT-0003358,0,normal
EVT-0003359,0,normal
EVT-0003360,0,normal
EVT-0003361,0,normal
EVT-0003362,0,normal
EVT-0003363,0,normal
EVT-0003364,0,normal
EVT-0003365,0,normal
EVT-0003366,0,normal
EVT-0003367,0,normal
EVT-0003368,0,normal
EVT-0003369,0,normal
EVT-0003370,0,normal
EVT-0003371,0,normal
EVT-0003372,0,normal
EVT-0003373,0,normal
EVT-0003374,0,normal
EVT-0003375,0,normal
EVT-0003376,0,normal
EVT-0003377,0,normal
EVT-0003378,0,normal
EVT-0003379,0,normal
EVT-0003380,0,normal
EVT-0003381,0,normal
EVT-0003382,0,normal
EVT-0003383,0,normal
EVT-0003384,0,normal
EVT-0003385,0,normal
EVT-0003386,0,normal
EVT-0003387,0,normal
EVT-0003388,0,normal
EVT-0003389,0,normal
EVT-0003390,0,normal
EVT-0003391,0,normal
EVT-0003392,0,normal
EVT-0003393,0,normal
EVT-0003394,0,normal
EVT-0003395,0,normal
EVT-0003396,0,normal
EVT-0003397,0,normal
EVT-0003398,0,normal
EVT-0003399,0,normal
EVT-0003400,0,normal
EVT-0003401,0,normal
EVT-0003402,0,normal
EVT-0003403,0,normal
EVT-0003404,0,normal
EVT-0003405,0,normal
EVT-0003406,0,normal
EVT-0003407,0,normal
EVT-0003408,0,normal
EVT-0003409,0,normal
EVT-0003410,0,normal
EVT-0003411,0,normal
EVT-0003412,0,normal
EVT-0003413,0,normal
EVT-0003414,0,normal
EVT-0003415,0,normal
EVT-0003416,0,normal
EVT-0003417,0,normal
EVT-0003418,0,normal
EVT-0003419,0,normal
EVT-0003420,0,normal
EVT-0003421,0,normal
EVT-0003422,0,normal
EVT-0003423,0,normal
EVT-0003424,0,normal
EVT-0003425,0,normal
EVT-0003426,0,normal
EVT-0003427,0,normal
EVT-0003428,0,normal
EVT-0003429,0,normal
EVT-0003430,0,normal
EVT-0003431,0,normal
EVT-0003432,0,normal
EVT-0003433,0,normal
EVT-0003434,0,normal
EVT-0003435,0,normal
EVT-0003436,0,normal
EVT-0003437,0,normal
EVT-0003438,0,normal
EVT-0003439,0,normal
EVT-0003440,0,normal
EVT-0003441,0,normal
EVT-0003442,0,normal
EVT-0003443,0,normal
EVT-0003444,0,normal
EVT-0003445,0,normal
EVT-0003446,0,normal
EVT-0003447,0,normal
EVT-0003448,0,normal
EVT-0003449,0,normal
EVT-0003450,0,normal
EVT-0003451,0,normal
EVT-0003452,0,normal
EVT-0003453,0,normal
EVT-0003454,0,normal
EVT-0003455,0,normal
EVT-0003456,0,normal
EVT-0003457,0,normal
EVT-0003458,0,normal
EVT-0003459,0,normal
EVT-0003460,0,normal
EVT-0003461,0,normal
EVT-0003462,0,normal
EVT-0003463,0,normal
EVT-0003464,0,normal
EVT-0003465,0,normal
EVT-0003466,0,normal
EVT-0003467,0,normal
EVT-0003468,0,normal
EVT-0003469,0,normal
EVT-0003470,0,normal
EVT-0003471,0,normal
EVT-0003472,0,normal
EVT-0003473,0,normal
EVT-0003474,0,normal
EVT-0003475,0,normal
EVT-0003476,0,normal
EVT-0003477,0,normal
EVT-0003478,0,normal
EVT-0003479,0,normal
EVT-0003480,0,normal
EVT-0003481,0,normal
EVT-0003482,0,normal
EVT-0003483,0,normal
EVT-0003484,0,normal
EVT-0003485,0,normal
EVT-0003486,0,normal
EVT-0003487,0,normal
EVT-0003488,0,normal
EVT-0003489,0,normal
EVT-0003490,0,normal
EVT-0003491,1,low_slow_exfiltration
EVT-0003492,0,normal
EVT-0003493,0,normal
EVT-0003494,0,normal
EVT-0003495,0,normal
EVT-0003496,0,normal
EVT-0003497,0,normal
EVT-0003498,0,normal
EVT-0003499,0,normal
EVT-0003500,0,normal
EVT-0003501,0,normal
EVT-0003502,0,normal
EVT-0003503,0,normal
EVT-0003504,0,normal
EVT-0003505,0,normal
EVT-0003506,0,normal
EVT-0003507,0,normal
EVT-0003508,0,normal
EVT-0003509,0,normal
EVT-0003510,0,normal
EVT-0003511,0,normal
EVT-0003512,0,normal
EVT-0003513,0,normal
EVT-0003514,0,normal
EVT-0003515,0,normal
EVT-0003516,0,normal
EVT-0003517,0,normal
EVT-0003518,0,normal
EVT-0003519,0,normal
EVT-0003520,0,normal
EVT-0003521,0,normal
EVT-0003522,0,normal
EVT-0003523,0,normal
EVT-0003524,0,normal
EVT-0003525,0,normal
EVT-0003526,0,normal
EVT-0003527,0,normal
EVT-0003528,0,normal
EVT-0003529,0,normal
EVT-0003530,0,normal
EVT-0003531,0,normal
EVT-0003532,0,normal
EVT-0003533,0,normal
EVT-0003534,0,normal
EVT-0003535,0,normal
EVT-0003536,0,normal
EVT-0003537,0,normal
EVT-0003538,0,normal
EVT-0003539,0,normal
EVT-0003540,0,normal
EVT-0003541,0,normal
EVT-0003542,0,normal
EVT-0003543,0,normal
EVT-0003544,0,normal
EVT-0003545,0,normal
EVT-0003546,0,normal
EVT-0003547,0,normal
EVT-0003548,0,normal
EVT-0003549,0,normal
EVT-0003550,0,normal
EVT-0003551,0,normal
EVT-0003552,0,normal
EVT-0003553,0,normal
EVT-0003554,0,normal
EVT-0003555,0,normal
EVT-0003556,0,normal
EVT-0003557,0,normal
EVT-0003558,0,normal
EVT-0003559,0,normal
EVT-0003560,0,normal
EVT-0003561,0,normal
EVT-0003562,0,normal
EVT-0003563,0,normal
EVT-0003564,0,normal
EVT-0003565,0,normal
EVT-0003566,0,normal
EVT-0003567,0,normal
EVT-0003568,0,normal
EVT-0003569,0,normal
EVT-0003570,0,normal
EVT-0003571,0,normal
EVT-0003572,0,normal
EVT-0003573,0,normal
EVT-0003574,0,normal
EVT-0003575,0,normal
EVT-0003576,0,normal
EVT-0003577,0,normal
EVT-0003578,0,normal
EVT-0003579,0,normal
EVT-0003580,0,normal
EVT-0003581,0,normal
EVT-0003582,0,normal
EVT-0003583,0,normal
EVT-0003584,0,normal
EVT-0003585,0,normal
EVT-0003586,0,normal
EVT-0003587,0,normal
EVT-0003588,0,normal
EVT-0003589,0,normal
EVT-0003590,0,normal
EVT-0003591,0,normal
EVT-0003592,0,normal
EVT-0003593,0,normal
EVT-0003594,0,normal
EVT-0003595,0,normal
EVT-0003596,0,normal
EVT-0003597,0,normal
EVT-0003598,0,normal
EVT-0003599,0,normal
EVT-0003600,0,normal
EVT-0003601,0,normal
EVT-0003602,0,normal
EVT-0003603,0,normal
EVT-0003604,0,normal
EVT-0003605,0,normal
EVT-0003606,0,normal
EVT-0003607,0,normal
EVT-0003608,0,normal
EVT-0003609,0,normal
EVT-0003610,0,normal
EVT-0003611,0,normal
EVT-0003612,0,normal
EVT-0003613,0,normal
EVT-0003614,0,normal
EVT-0003615,0,normal
EVT-0003616,0,normal
EVT-0003617,0,normal
EVT-0003618,0,normal
EVT-0003619,0,normal
EVT-0003620,0,normal
EVT-0003621,0,normal
EVT-0003622,0,normal
EVT-0003623,0,normal
EVT-0003624,0,normal
EVT-0003625,0,normal
EVT-0003626,0,normal
EVT-0003627,0,normal
EVT-0003628,0,normal
EVT-0003629,0,normal
EVT-0003630,0,normal
EVT-0003631,0,normal
EVT-0003632,0,normal
EVT-0003633,0,normal
EVT-0003634,0,normal
EVT-0003635,0,normal
EVT-0003636,0,normal
EVT-0003637,0,normal
EVT-0003638,0,normal
EVT-0003639,1,device_spoofing
EVT-0003640,0,normal
EVT-0003641,0,normal
EVT-0003642,0,normal
EVT-0003643,0,normal
EVT-0003644,1,impossible_travel
EVT-0003645,0,normal
EVT-0003646,0,normal
EVT-0003647,0,normal
EVT-0003648,0,normal
EVT-0003649,0,normal
EVT-0003650,0,normal
EVT-0003651,0,normal
EVT-0003652,0,normal
EVT-0003653,0,normal
EVT-0003654,0,normal
EVT-0003655,0,normal
EVT-0003656,0,normal
EVT-0003657,0,normal
EVT-0003658,0,normal
EVT-0003659,0,normal
EVT-0003660,0,normal
EVT-0003661,0,normal
EVT-0003662,0,normal
EVT-0003663,0,normal
EVT-0003664,0,normal
EVT-0003665,0,normal
EVT-0003666,0,normal
EVT-0003667,0,normal
EVT-0003668,0,normal
EVT-0003669,0,normal
EVT-0003670,0,normal
EVT-0003671,0,normal
EVT-0003672,0,normal
EVT-0003673,0,normal
EVT-0003674,0,normal
EVT-0003675,0,normal
EVT-0003676,0,normal
EVT-0003677,0,normal
EVT-0003678,0,normal
EVT-0003679,0,normal
EVT-0003680,0,normal
EVT-0003681,0,normal
EVT-0003682,0,normal
EVT-0003683,0,normal
EVT-0003684,0,normal
EVT-0003685,0,normal
EVT-0003686,0,normal
EVT-0003687,0,normal
EVT-0003688,0,normal
EVT-0003689,0,normal
EVT-0003690,0,normal
EVT-0003691,0,normal
EVT-0003692,0,normal
EVT-0003693,0,normal
EVT-0003694,0,normal
EVT-0003695,0,normal
EVT-0003696,0,normal
EVT-0003697,0,normal
EVT-0003698,0,normal
EVT-0003699,0,normal
EVT-0003700,0,normal
EVT-0003701,0,normal
EVT-0003702,0,normal
EVT-0003703,0,normal
EVT-0003704,0,normal
EVT-0003705,0,normal
EVT-0003706,0,normal
EVT-0003707,0,normal
EVT-0003708,0,normal
EVT-0003709,0,normal
EVT-0003710,0,normal
EVT-0003711,0,normal
EVT-0003712,0,normal
EVT-0003713,0,normal
EVT-0003714,0,normal
EVT-0003715,0,normal
EVT-0003716,0,normal
EVT-0003717,0,normal
EVT-0003718,0,normal
EVT-0003719,0,normal
EVT-0003720,0,normal
EVT-0003721,0,normal
EVT-0003722,0,normal
EVT-0003723,0,normal
EVT-0003724,0,normal
EVT-0003725,0,normal
EVT-0003726,0,normal
EVT-0003727,0,normal
EVT-0003728,0,normal
EVT-0003729,0,normal
EVT-0003730,0,normal
EVT-0003731,0,normal
EVT-0003732,0,normal
EVT-0003733,0,normal
EVT-0003734,0,normal
EVT-0003735,0,normal
EVT-0003736,0,normal
EVT-0003737,0,normal
EVT-0003738,0,normal
EVT-0003739,0,normal
EVT-0003740,0,normal
EVT-0003741,0,normal
EVT-0003742,0,normal
EVT-0003743,0,normal
EVT-0003744,0,normal
EVT-0003745,0,normal
EVT-0003746,0,normal
EVT-0003747,0,normal
EVT-0003748,0,normal
EVT-0003749,0,normal
EVT-0003750,0,normal
EVT-0003751,0,normal
EVT-0003752,0,normal
EVT-0003753,0,normal
EVT-0003754,0,normal
EVT-0003755,0,normal
EVT-0003756,0,normal
EVT-0003757,0,normal
EVT-0003758,0,normal
EVT-0003759,0,normal
EVT-0003760,0,normal
EVT-0003761,0,normal
EVT-0003762,0,normal
EVT-0003763,0,normal
EVT-0003764,0,normal
EVT-0003765,0,normal
EVT-0003766,0,normal
EVT-0003767,0,normal
EVT-0003768,0,normal
EVT-0003769,0,normal
EVT-0003770,0,normal
EVT-0003771,0,normal
EVT-0003772,0,normal
EVT-0003773,0,normal
EVT-0003774,0,normal
EVT-0003775,0,normal
EVT-0003776,0,normal
EVT-0003777,0,normal
EVT-0003778,0,normal
EVT-0003779,0,normal
EVT-0003780,0,normal
EVT-0003781,1,device_spoofing
EVT-0003782,0,normal
EVT-0003783,0,normal
EVT-0003784,0,normal
EVT-0003785,0,normal
EVT-0003786,0,normal
EVT-0003787,0,normal
EVT-0003788,0,normal
EVT-0003789,0,normal
EVT-0003790,0,normal
EVT-0003791,0,normal
EVT-0003792,0,normal
EVT-0003793,0,normal
EVT-0003794,0,normal
EVT-0003795,0,normal
EVT-0003796,0,normal
EVT-0003797,0,normal
EVT-0003798,0,normal
EVT-0003799,1,impossible_travel
EVT-0003800,0,normal
EVT-0003801,0,normal
EVT-0003802,0,normal
EVT-0003803,0,normal
EVT-0003804,0,normal
EVT-0003805,0,normal
EVT-0003806,0,normal
EVT-0003807,0,normal
EVT-0003808,0,normal
EVT-0003809,0,normal
EVT-0003810,0,normal
EVT-0003811,0,normal
EVT-0003812,0,normal
EVT-0003813,0,normal
EVT-0003814,0,normal
EVT-0003815,0,normal
EVT-0003816,0,normal
EVT-0003817,0,normal
EVT-0003818,0,normal
EVT-0003819,0,normal
EVT-0003820,0,normal
EVT-0003821,0,normal
EVT-0003822,0,normal
EVT-0003823,0,normal
EVT-0003824,0,normal
EVT-0003825,0,normal
EVT-0003826,0,normal
EVT-0003827,0,normal
EVT-0003828,0,normal
EVT-0003829,0,normal
EVT-0003830,0,normal
EVT-0003831,0,normal
EVT-0003832,0,normal
EVT-0003833,0,normal
EVT-0003834,0,normal
EVT-0003835,0,normal
EVT-0003836,0,normal
EVT-0003837,0,normal
EVT-0003838,0,normal
EVT-0003839,0,normal
EVT-0003840,0,normal
EVT-0003841,0,normal
EVT-0003842,0,normal
EVT-0003843,0,normal
EVT-0003844,0,normal
EVT-0003845,0,normal
EVT-0003846,0,normal
EVT-0003847,0,normal
EVT-0003848,0,normal
EVT-0003849,0,normal
EVT-0003850,0,normal
EVT-0003851,0,normal
EVT-0003852,0,normal
EVT-0003853,0,normal
EVT-0003854,0,normal
EVT-0003855,1,device_spoofing
EVT-0003856,0,normal
EVT-0003857,0,normal
EVT-0003858,0,normal
EVT-0003859,0,normal
EVT-0003860,0,normal
EVT-0003861,0,normal
EVT-0003862,0,normal
EVT-0003863,0,normal
EVT-0003864,0,normal
EVT-0003865,0,normal
EVT-0003866,0,normal
EVT-0003867,0,normal
EVT-0003868,0,normal
EVT-0003869,0,normal
EVT-0003870,0,normal
EVT-0003871,0,normal
EVT-0003872,0,normal
EVT-0003873,0,normal
EVT-0003874,0,normal
EVT-0003875,0,normal
EVT-0003876,0,normal
EVT-0003877,0,normal
EVT-0003878,0,normal
EVT-0003879,0,normal
EVT-0003880,0,normal
EVT-0003881,0,normal
EVT-0003882,0,normal
EVT-0003883,0,normal
EVT-0003884,0,normal
EVT-0003885,0,normal
EVT-0003886,0,normal
EVT-0003887,0,normal
EVT-0003888,0,normal
EVT-0003889,0,normal
EVT-0003890,0,normal
EVT-0003891,0,normal
EVT-0003892,0,normal
EVT-0003893,0,normal
EVT-0003894,0,normal
EVT-0003895,0,normal
EVT-0003896,0,normal
EVT-0003897,0,normal
EVT-0003898,0,normal
EVT-0003899,0,normal
EVT-0003900,0,normal
EVT-0003901,0,normal
EVT-0003902,0,normal
EVT-0003903,0,normal
EVT-0003904,0,normal
EVT-0003905,0,normal
EVT-0003906,0,normal
EVT-0003907,0,normal
EVT-0003908,0,normal
EVT-0003909,0,normal
EVT-0003910,0,normal
EVT-0003911,0,normal
EVT-0003912,0,normal
EVT-0003913,0,normal
EVT-0003914,0,normal
EVT-0003915,0,normal
EVT-0003916,0,normal
EVT-0003917,0,normal
EVT-0003918,0,normal
EVT-0003919,0,normal
EVT-0003920,0,normal
EVT-0003921,0,normal
EVT-0003922,0,normal
EVT-0003923,0,normal
EVT-0003924,0,normal
EVT-0003925,0,normal
EVT-0003926,0,normal
EVT-0003927,0,normal
EVT-0003928,0,normal
EVT-0003929,0,normal
EVT-0003930,0,normal
EVT-0003931,0,normal
EVT-0003932,0,normal
EVT-0003933,0,normal
EVT-0003934,0,normal
EVT-0003935,0,normal
EVT-0003936,0,normal
EVT-0003937,0,normal
EVT-0003938,0,normal
EVT-0003939,0,normal
EVT-0003940,0,normal
EVT-0003941,0,normal
EVT-0003942,0,normal
EVT-0003943,0,normal
EVT-0003944,0,normal
EVT-0003945,0,normal
EVT-0003946,0,normal
EVT-0003947,0,normal
EVT-0003948,0,normal
EVT-0003949,0,normal
EVT-0003950,0,normal
EVT-0003951,0,normal
EVT-0003952,0,normal
EVT-0003953,0,normal
EVT-0003954,0,normal
EVT-0003955,0,normal
EVT-0003956,0,normal
EVT-0003957,0,normal
EVT-0003958,0,normal
EVT-0003959,0,normal
EVT-0003960,0,normal
EVT-0003961,0,normal
EVT-0003962,0,normal
EVT-0003963,0,normal
EVT-0003964,0,normal
EVT-0003965,0,normal
EVT-0003966,0,normal
EVT-0003967,0,normal
EVT-0003968,0,normal
EVT-0003969,0,normal
EVT-0003970,0,normal
EVT-0003971,1,impossible_travel
EVT-0003972,0,normal
EVT-0003973,0,normal
EVT-0003974,0,normal
EVT-0003975,0,normal
EVT-0003976,0,normal
EVT-0003977,0,normal
EVT-0003978,0,normal
EVT-0003979,0,normal
EVT-0003980,0,normal
EVT-0003981,0,normal
EVT-0003982,0,normal
EVT-0003983,0,normal
EVT-0003984,0,normal
EVT-0003985,0,normal
EVT-0003986,0,normal
EVT-0003987,0,normal
EVT-0003988,0,normal
EVT-0003989,0,normal
EVT-0003990,0,normal
EVT-0003991,0,normal
EVT-0003992,0,normal
EVT-0003993,0,normal
EVT-0003994,0,normal
EVT-0003995,0,normal
EVT-0003996,0,normal
EVT-0003997,0,normal
EVT-0003998,0,normal
EVT-0003999,0,normal
EVT-0004000,0,normal
EVT-0004001,0,normal
EVT-0004002,0,normal
EVT-0004003,0,normal
EVT-0004004,0,normal
EVT-0004005,0,normal
EVT-0004006,0,normal
EVT-0004007,0,normal
EVT-0004008,0,normal
EVT-0004009,0,normal
EVT-0004010,0,normal
EVT-0004011,0,normal
EVT-0004012,0,normal
EVT-0004013,0,normal
EVT-0004014,0,normal
EVT-0004015,0,normal
EVT-0004016,0,normal
EVT-0004017,0,normal
EVT-0004018,0,normal
EVT-0004019,0,normal
EVT-0004020,0,normal
EVT-0004021,0,normal
EVT-0004022,0,normal
EVT-0004023,0,normal
EVT-0004024,0,normal
EVT-0004025,0,normal
EVT-0004026,0,normal
EVT-0004027,0,normal
EVT-0004028,0,normal
EVT-0004029,1,impossible_travel
EVT-0004030,0,normal
EVT-0004031,0,normal
EVT-0004032,0,normal
EVT-0004033,0,normal
EVT-0004034,0,normal
EVT-0004035,0,normal
EVT-0004036,0,normal
EVT-0004037,0,normal
EVT-0004038,0,normal
EVT-0004039,0,normal
EVT-0004040,1,impossible_travel
EVT-0004041,0,normal
EVT-0004042,0,normal
EVT-0004043,0,normal
EVT-0004044,0,normal
EVT-0004045,0,normal
EVT-0004046,0,normal
EVT-0004047,0,normal
EVT-0004048,0,normal
EVT-0004049,0,normal
EVT-0004050,0,normal
EVT-0004051,0,normal
EVT-0004052,0,normal
EVT-0004053,0,normal
EVT-0004054,0,normal
EVT-0004055,0,normal
EVT-0004056,0,normal
EVT-0004057,0,normal
EVT-0004058,0,normal
EVT-0004059,0,normal
EVT-0004060,0,normal
EVT-0004061,0,normal
EVT-0004062,0,normal
EVT-0004063,0,normal
EVT-0004064,0,normal
EVT-0004065,0,normal
EVT-0004066,0,normal
EVT-0004067,0,normal
EVT-0004068,0,normal
EVT-0004069,0,normal
EVT-0004070,0,normal
EVT-0004071,0,normal
EVT-0004072,0,normal
EVT-0004073,0,normal
EVT-0004074,0,normal
EVT-0004075,0,normal
EVT-0004076,0,normal
EVT-0004077,0,normal
EVT-0004078,0,normal
EVT-0004079,0,normal
EVT-0004080,0,normal
EVT-0004081,0,normal
EVT-0004082,0,normal
EVT-0004083,0,normal
EVT-0004084,0,normal
EVT-0004085,0,normal
EVT-0004086,0,normal
EVT-0004087,0,normal
EVT-0004088,0,normal
EVT-0004089,0,normal
EVT-0004090,0,normal
EVT-0004091,0,normal
EVT-0004092,0,normal
EVT-0004093,0,normal
EVT-0004094,0,normal
EVT-0004095,0,normal
EVT-0004096,0,normal
EVT-0004097,0,normal
EVT-0004098,0,normal
EVT-0004099,0,normal
EVT-0004100,0,normal
EVT-0004101,0,normal
EVT-0004102,0,normal
EVT-0004103,0,normal
EVT-0004104,0,normal
EVT-0004105,0,normal
EVT-0004106,1,device_spoofing
EVT-0004107,0,normal
EVT-0004108,0,normal
EVT-0004109,0,normal
EVT-0004110,0,normal
EVT-0004111,0,normal
EVT-0004112,0,normal
EVT-0004113,0,normal
EVT-0004114,0,normal
EVT-0004115,0,normal
EVT-0004116,0,normal
EVT-0004117,0,normal
EVT-0004118,0,normal
EVT-0004119,0,normal
EVT-0004120,0,normal
EVT-0004121,1,impossible_travel
EVT-0004122,0,normal
EVT-0004123,0,normal
EVT-0004124,0,normal
EVT-0004125,0,normal
EVT-0004126,0,normal
EVT-0004127,0,normal
EVT-0004128,0,normal
EVT-0004129,0,normal
EVT-0004130,0,normal
EVT-0004131,0,normal
EVT-0004132,0,normal
EVT-0004133,0,normal
EVT-0004134,0,normal
EVT-0004135,0,normal
EVT-0004136,0,normal
EVT-0004137,0,normal
EVT-0004138,0,normal
EVT-0004139,0,normal
EVT-0004140,0,normal
EVT-0004141,0,normal
EVT-0004142,0,normal
EVT-0004143,0,normal
EVT-0004144,0,normal
EVT-0004145,0,normal
EVT-0004146,0,normal
EVT-0004147,0,normal
EVT-0004148,0,normal
EVT-0004149,0,normal
EVT-0004150,0,normal
EVT-0004151,0,normal
EVT-0004152,0,normal
EVT-0004153,0,normal
EVT-0004154,0,normal
EVT-0004155,0,normal
EVT-0004156,0,normal
EVT-0004157,0,normal
EVT-0004158,0,normal
EVT-0004159,0,normal
EVT-0004160,0,normal
EVT-0004161,0,normal
EVT-0004162,0,normal
EVT-0004163,0,normal
EVT-0004164,0,normal
EVT-0004165,0,normal
EVT-0004166,0,normal
EVT-0004167,0,normal
EVT-0004168,0,normal
EVT-0004169,0,normal
EVT-0004170,0,normal
EVT-0004171,0,normal
EVT-0004172,0,normal
EVT-0004173,0,normal
EVT-0004174,0,normal
EVT-0004175,0,normal
EVT-0004176,0,normal
EVT-0004177,0,normal
EVT-0004178,0,normal
EVT-0004179,0,normal
EVT-0004180,0,normal
EVT-0004181,0,normal
EVT-0004182,0,normal
EVT-0004183,0,normal
EVT-0004184,0,normal
EVT-0004185,0,normal
EVT-0004186,0,normal
EVT-0004187,0,normal
EVT-0004188,0,normal
EVT-0004189,0,normal
EVT-0004190,0,normal
EVT-0004191,0,normal
EVT-0004192,0,normal
EVT-0004193,0,normal
EVT-0004194,1,low_slow_exfiltration
EVT-0004195,0,normal
EVT-0004196,0,normal
EVT-0004197,0,normal
EVT-0004198,0,normal
EVT-0004199,0,normal
EVT-0004200,0,normal
EVT-0004201,0,normal
EVT-0004202,0,normal
EVT-0004203,0,normal
EVT-0004204,0,normal
EVT-0004205,0,normal
EVT-0004206,0,normal
EVT-0004207,0,normal
EVT-0004208,0,normal
EVT-0004209,0,normal
EVT-0004210,0,normal
EVT-0004211,0,normal
EVT-0004212,0,normal
EVT-0004213,0,normal
EVT-0004214,0,normal
EVT-0004215,0,normal
EVT-0004216,0,normal
EVT-0004217,0,normal
EVT-0004218,0,normal
EVT-0004219,0,normal
EVT-0004220,0,normal
EVT-0004221,0,normal
EVT-0004222,0,normal
EVT-0004223,0,normal
EVT-0004224,0,normal
EVT-0004225,0,normal
EVT-0004226,0,normal
EVT-0004227,0,normal
EVT-0004228,0,normal
EVT-0004229,0,normal
EVT-0004230,0,normal
EVT-0004231,0,normal
EVT-0004232,0,normal
EVT-0004233,0,normal
EVT-0004234,0,normal
EVT-0004235,0,normal
EVT-0004236,0,normal
EVT-0004237,0,normal
EVT-0004238,0,normal
EVT-0004239,0,normal
EVT-0004240,0,normal
EVT-0004241,0,normal
EVT-0004242,0,normal
EVT-0004243,0,normal
EVT-0004244,0,normal
EVT-0004245,0,normal
EVT-0004246,0,normal
EVT-0004247,0,normal
EVT-0004248,0,normal
EVT-0004249,0,normal
EVT-0004250,0,normal
EVT-0004251,0,normal
EVT-0004252,0,normal
EVT-0004253,0,normal
EVT-0004254,0,normal
EVT-0004255,0,normal
EVT-0004256,0,normal
EVT-0004257,0,normal
EVT-0004258,0,normal
EVT-0004259,0,normal
EVT-0004260,0,normal
EVT-0004261,0,normal
EVT-0004262,0,normal
EVT-0004263,0,normal
EVT-0004264,0,normal
EVT-0004265,0,normal
EVT-0004266,0,normal
EVT-0004267,0,normal
EVT-0004268,0,normal
EVT-0004269,0,normal
EVT-0004270,0,normal
EVT-0004271,0,normal
EVT-0004272,0,normal
EVT-0004273,1,low_slow_exfiltration
EVT-0004274,0,normal
EVT-0004275,0,normal
EVT-0004276,0,normal
EVT-0004277,0,normal
EVT-0004278,0,normal
EVT-0004279,0,normal
EVT-0004280,0,normal
EVT-0004281,0,normal
EVT-0004282,0,normal
EVT-0004283,0,normal
EVT-0004284,0,normal
EVT-0004285,0,normal
EVT-0004286,0,normal
EVT-0004287,0,normal
EVT-0004288,0,normal
EVT-0004289,0,normal
EVT-0004290,0,normal
EVT-0004291,0,normal
EVT-0004292,0,normal
EVT-0004293,0,normal
EVT-0004294,0,normal
EVT-0004295,0,normal
EVT-0004296,0,normal
EVT-0004297,0,normal
EVT-0004298,0,normal
EVT-0004299,0,normal
EVT-0004300,0,normal
EVT-0004301,0,normal
EVT-0004302,0,normal
EVT-0004303,0,normal
EVT-0004304,0,normal
EVT-0004305,0,normal
EVT-0004306,0,normal
EVT-0004307,0,normal
EVT-0004308,0,normal
EVT-0004309,0,normal
EVT-0004310,0,normal
EVT-0004311,0,normal
EVT-0004312,0,normal
EVT-0004313,0,normal
EVT-0004314,0,normal
EVT-0004315,0,normal
EVT-0004316,0,normal
EVT-0004317,0,normal
EVT-0004318,0,normal
EVT-0004319,0,normal
EVT-0004320,0,normal
EVT-0004321,0,normal
EVT-0004322,0,normal
EVT-0004323,0,normal
EVT-0004324,0,normal
EVT-0004325,0,normal
EVT-0004326,0,normal
EVT-0004327,0,normal
EVT-0004328,0,normal
EVT-0004329,0,normal
EVT-0004330,0,normal
EVT-0004331,0,normal
EVT-0004332,0,normal
EVT-0004333,0,normal
EVT-0004334,0,normal
EVT-0004335,0,normal
EVT-0004336,0,normal
