event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,auth_success,session_duration,command_sequence,device_fingerprint
EVT-0005165,USER_052,human_user,2026-06-08 14:31:38.849114,10.7.68.253,Mumbai,/email,mfa_otp,True,33.51,git_push|whoami|sudo_su|wget|git_push|zip_archive,DEV_627
EVT-0005166,SVC_063,service_account,2026-06-08 14:32:20.480724,10.21.202.112,Chennai,/github,api_key,True,0.94,sudo_su|sudo_su|ps_aux|sudo_su|sudo_su|ps_aux,DEV_402
EVT-0005167,USER_040,human_user,2026-06-08 14:32:21.867700,10.15.181.200,Mumbai,/sensor-data,sso,True,54.73,zip_archive|zip_archive,DEV_186
EVT-0005168,EDGE_068,edge_device,2026-06-08 14:32:45.429592,192.168.196.117,Bengaluru,/firmware-update,certificate,True,0.5,ps_aux|scp|scp|ps_aux|scp,SecureRTOS-3.4/45:D7:BF:C3:E5:C1
EVT-0005169,USER_018,human_user,2026-06-08 14:33:05.050381,10.6.178.225,Delhi,/github,mfa_push,True,27.75,whoami|sudo_su|wget|wget,DEV_506
EVT-0005170,USER_042,human_user,2026-06-08 14:33:06.979547,10.15.248.35,Bengaluru,/firmware-update,mfa_push,True,25.97,zip_archive|zip_archive,DEV_838
EVT-0005171,USER_002,human_user,2026-06-08 14:33:11.287345,10.24.20.192,Hyderabad,/internal-api,password,True,31.4,sudo_su|git_pull,DEV_144
EVT-0005172,USER_039,human_user,2026-06-08 14:33:54.146676,10.4.79.125,Mumbai,/sensor-data,sso,True,35.02,query_db|zip_archive|git_push,DEV_915
EVT-0005173,USER_023,human_user,2026-06-08 14:34:46.958047,10.38.191.192,Singapore,/telemetry,mfa_push,True,51.34,curl|query_db|rdp_connect|rdp_connect,DEV_269
EVT-0005174,EDGE_065,edge_device,2026-06-08 14:34:57.890388,192.168.197.221,Pune,/telemetry,certificate,True,0.86,rdp_connect|curl|curl|rdp_connect|rdp_connect|rdp_connect,EdgeOS-2.1/9F:3C:97:BC:71:70
EVT-0005175,USER_038,human_user,2026-06-08 14:34:59.493800,10.12.231.136,Bengaluru,/sensor-data,mfa_push,True,39.62,ps_aux|ps_aux|export_csv,DEV_622
EVT-0005176,USER_021,human_user,2026-06-08 14:34:59.667797,10.6.223.129,Chennai,/source-control-prod,sso,False,26.52,wget|ps_aux|git_push|ps_aux,DEV_814
EVT-0005177,SVC_062,service_account,2026-06-08 14:36:10.821654,10.18.116.193,Hyderabad,/github,api_key,True,3.97,grep|scp|sudo_su|scp|sudo_su|scp,DEV_756
EVT-0005178,USER_031,human_user,2026-06-08 14:36:52.769963,10.8.99.226,Chennai,/hr-portal,sso,False,26.77,curl|cd|query_db|wget|curl,DEV_218
EVT-0005179,USER_038,human_user,2026-06-08 14:36:58.673705,10.12.231.68,Bengaluru,/github,mfa_push,True,52.96,scp|ps_aux|ps_aux|ps_aux|query_db|scp,DEV_622
EVT-0005180,USER_051,human_user,2026-06-08 14:37:12.319877,10.5.11.241,Singapore,/hr-portal,sso,True,9.1,export_csv|wget,DEV_945
EVT-0005181,USER_029,human_user,2026-06-08 14:38:48.167829,10.38.190.10,Chennai,/wiki,sso,True,28.36,git_push|cd|ps_aux|ps_aux,DEV_381
EVT-0005182,USER_050,human_user,2026-06-08 14:39:15.754548,10.3.212.22,Delhi,/github,sso,False,9.03,cat|sudo_su|git_push|cat|zip_archive|zip_archive,DEV_886
EVT-0005183,USER_015,human_user,2026-06-08 14:41:22.914202,10.16.192.2,Singapore,/telemetry,mfa_otp,True,34.15,grep|rdp_connect|cat,DEV_556
EVT-0005184,USER_034,human_user,2026-06-08 14:41:42.334972,10.29.102.221,Singapore,/github,mfa_push,True,25.41,netstat|cd,DEV_540
EVT-0005185,USER_052,human_user,2026-06-08 14:42:03.065179,10.7.68.124,Mumbai,/email,mfa_otp,True,52.07,sudo_su|sudo_su|sudo_su,DEV_675
EVT-0005186,USER_042,human_user,2026-06-08 14:42:14.331330,10.15.248.37,Bengaluru,/firmware-update,mfa_push,True,11.0,query_db|ssh|zip_archive,DEV_548
EVT-0005187,USER_042,human_user,2026-06-08 14:43:00.299005,10.15.248.207,Bengaluru,/wiki,mfa_push,True,8.99,query_db|query_db|ssh|whoami,DEV_838
EVT-0005188,USER_053,human_user,2026-06-08 14:44:33.027543,10.23.195.33,Hyderabad,/email,mfa_push,True,38.94,cat|query_db,DEV_108
EVT-0005189,USER_029,human_user,2026-06-08 14:44:53.885212,10.38.190.21,Chennai,/telemetry,token,True,22.35,ps_aux|cd|git_push|cd|wget,DEV_679
EVT-0005190,USER_039,human_user,2026-06-08 14:44:57.468595,10.4.79.177,Mumbai,/telemetry,sso,True,34.86,ps_aux|ps_aux|ps_aux,DEV_381
EVT-0005191,USER_041,human_user,2026-06-08 14:45:23.226791,10.33.23.8,Delhi,/github,password,True,49.63,ssh|wget|ssh|cd|wget,DEV_910
EVT-0005192,USER_018,human_user,2026-06-08 14:46:43.249004,10.6.178.64,Delhi,/email,mfa_push,True,25.6,whoami|netstat|sudo_su|grep|grep|whoami,DEV_506
EVT-0005193,USER_054,human_user,2026-06-08 14:49:56.573282,10.32.35.134,Chennai,/sensor-data,sso,True,37.31,cd|ls|scp|query_db|git_push|git_push,DEV_585
EVT-0005194,USER_039,human_user,2026-06-08 14:50:01.011705,10.4.79.225,Mumbai,/sensor-data,sso,False,23.22,query_db|query_db|query_db,DEV_915
EVT-0005195,EDGE_069,edge_device,2026-06-08 14:50:57.466035,192.168.193.80,Chennai,/telemetry,certificate,True,0.68,netstat|cd|netstat,EdgeOS-2.1/0B:98:ED:D9:C2:75
EVT-0005196,USER_017,human_user,2026-06-08 14:51:19.432621,10.4.199.254,Hyderabad,/hr-portal,sso,True,42.86,query_db|ps_aux|curl,DEV_458
EVT-0005197,USER_005,human_user,2026-06-08 14:55:09.244945,10.5.187.29,Singapore,/github,password,True,19.94,git_pull|ps_aux,DEV_346
EVT-0005198,USER_030,human_user,2026-06-08 14:55:09.802340,10.4.36.138,Singapore,/github,mfa_otp,True,40.96,sudo_su|whoami|whoami|sudo_su,DEV_925
EVT-0005199,SVC_057,service_account,2026-06-08 14:55:20.672578,10.22.244.211,Mumbai,/hr-portal,api_key,True,3.17,whoami|query_db|cat|query_db|whoami,DEV_891
EVT-0005200,USER_013,human_user,2026-06-08 14:56:26.393193,10.25.140.66,Delhi,/hr-portal,mfa_push,True,14.47,cd|sudo_su|scp|zip_archive,DEV_793
EVT-0005201,USER_009,human_user,2026-06-08 14:56:43.896460,10.32.67.94,Mumbai,/telemetry,mfa_push,True,25.02,query_db|cd|zip_archive,DEV_175
EVT-0005202,USER_025,human_user,2026-06-08 14:57:10.634239,10.35.3.213,Hyderabad,/email,mfa_push,True,40.18,git_pull|query_db|wget|export_csv,DEV_745
EVT-0005203,USER_012,human_user,2026-06-08 14:58:02.515913,10.6.152.250,Chennai,/sensor-data,mfa_push,True,34.18,rdp_connect|curl|zip_archive|whoami,DEV_282
EVT-0005204,USER_041,human_user,2026-06-08 14:58:49.992511,10.33.23.238,Delhi,/telemetry,mfa_push,True,31.46,ssh|cd,DEV_758
EVT-0005205,SVC_056,service_account,2026-06-08 15:04:03.568922,10.19.57.230,Delhi,/internal-api,api_key,True,1.84,export_csv|git_pull|export_csv|whoami|git_pull|whoami,DEV_404
EVT-0005206,USER_031,human_user,2026-06-08 15:04:05.974373,10.8.99.102,Chennai,/hr-portal,sso,True,49.34,wget|whoami|cd|wget,DEV_604
EVT-0005207,EDGE_065,edge_device,2026-06-08 15:04:17.453188,192.168.197.88,Pune,/sensor-data,certificate,True,0.52,curl|curl|rdp_connect|rdp_connect|rdp_connect,EdgeOS-2.1/9F:3C:97:BC:71:70
EVT-0005208,USER_014,human_user,2026-06-08 15:06:52.375927,10.40.147.126,Mumbai,/wiki,mfa_otp,True,34.01,netstat|wget|scp|netstat|wget,DEV_566
EVT-0005209,USER_025,human_user,2026-06-08 15:07:20.848755,10.35.3.253,Hyderabad,/email,mfa_push,True,40.04,netstat|wget|zip_archive|export_csv|query_db,DEV_224
EVT-0005210,USER_018,human_user,2026-06-08 15:07:27.736782,10.6.178.3,Delhi,/github,mfa_push,True,26.1,export_csv|netstat|netstat|sudo_su|whoami|sudo_su,DEV_832
EVT-0005211,USER_053,human_user,2026-06-08 15:07:40.418029,10.23.195.105,Hyderabad,/email,mfa_push,True,35.67,git_pull|cat|query_db|ssh,DEV_108
EVT-0005212,USER_027,human_user,2026-06-08 15:07:56.469230,10.39.177.196,Pune,/sensor-data,password,True,19.94,sudo_su|netstat|cat|ssh,DEV_176
EVT-0005213,USER_006,human_user,2026-06-08 15:08:09.330886,10.36.147.174,Singapore,/email,mfa_otp,True,19.07,cd|cd|ps_aux|cd|grep|grep,DEV_785
EVT-0005214,USER_004,human_user,2026-06-08 15:11:37.582643,10.34.192.179,Delhi,/hr-portal,password,True,29.49,scp|sudo_su|scp|zip_archive|scp,DEV_357
EVT-0005215,USER_047,human_user,2026-06-08 15:14:29.246990,10.18.78.19,Delhi,/internal-api,sso,True,39.56,git_pull|sudo_su|git_pull|cd,DEV_181
EVT-0005216,USER_043,human_user,2026-06-08 15:15:39.374011,10.10.69.29,Pune,/source-control-prod,password,True,48.75,ps_aux|cd|git_pull|cd,DEV_391
EVT-0005217,USER_027,human_user,2026-06-08 15:16:45.608989,10.39.177.201,Chennai,/sensor-data,sso,True,13.1,netstat|sudo_su|rdp_connect,DEV_176
EVT-0005218,USER_020,human_user,2026-06-08 15:17:04.429546,10.29.69.97,Mumbai,/internal-api,mfa_push,True,12.82,curl|ssh|ssh,DEV_535
EVT-0005219,USER_007,human_user,2026-06-08 15:17:53.530250,10.34.214.139,Mumbai,/internal-api,mfa_otp,True,25.27,scp|ls|curl,DEV_151
EVT-0005220,USER_051,human_user,2026-06-08 15:18:59.106969,10.5.11.48,Singapore,/hr-portal,sso,True,37.11,wget|git_push|wget|wget|ps_aux|sudo_su,DEV_945
EVT-0005221,USER_005,human_user,2026-06-08 15:20:36.919115,10.5.187.33,Singapore,/telemetry,password,True,14.39,ps_aux|git_pull|ps_aux|wget,DEV_159
EVT-0005222,USER_019,human_user,2026-06-08 15:20:58.760641,10.11.124.219,Mumbai,/telemetry,sso,True,24.57,git_pull|wget|cat|cat|git_pull,DEV_784
EVT-0005223,USER_027,human_user,2026-06-08 15:21:02.445052,10.39.177.244,Pune,/sensor-data,password,True,19.02,cd|cd|grep|cat,DEV_176
EVT-0005224,USER_044,human_user,2026-06-08 15:21:19.105640,10.5.4.10,Chennai,/sensor-data,password,True,38.99,sudo_su|netstat|sudo_su|wget,DEV_242
EVT-0005225,USER_011,human_user,2026-06-08 15:21:33.929995,10.26.205.222,Singapore,/internal-api,mfa_push,False,21.89,whoami|curl|ssh|curl|curl|netstat,DEV_125
EVT-0005226,USER_026,human_user,2026-06-08 15:22:24.909087,10.9.114.238,Singapore,/github,token,True,50.05,whoami|whoami,DEV_957
EVT-0005227,USER_024,human_user,2026-06-08 15:24:32.394739,10.10.84.200,Hyderabad,/sensor-data,mfa_otp,True,22.12,ps_aux|zip_archive|ps_aux|ps_aux|ps_aux|ps_aux,DEV_193
EVT-0005228,EDGE_067,edge_device,2026-06-08 15:24:59.931773,192.168.131.214,Bengaluru,/sensor-data,certificate,True,0.83,cat|cd|cd|cd|cd,SecureRTOS-3.4/D4:E9:1D:EC:9D:0B
EVT-0005229,USER_010,human_user,2026-06-08 15:25:16.952146,10.16.41.26,Hyderabad,/sensor-data,mfa_otp,True,36.86,ps_aux|ps_aux|ps_aux|cd|cd,DEV_145
EVT-0005230,USER_030,human_user,2026-06-08 15:25:45.548400,10.4.36.132,Singapore,/firmware-update,mfa_otp,True,40.93,ps_aux|grep|whoami|grep|git_pull|cd,DEV_925
EVT-0005231,EDGE_069,edge_device,2026-06-08 15:26:17.722818,192.168.193.106,Chennai,/telemetry,certificate,True,0.63,cd|cd|netstat,EdgeOS-2.1/0B:98:ED:D9:C2:75
EVT-0005232,SVC_062,service_account,2026-06-08 15:26:51.406071,10.18.116.79,Hyderabad,/source-control-prod,api_key,True,3.05,scp|scp|scp|scp|grep|sudo_su,DEV_756
EVT-0005233,USER_051,human_user,2026-06-08 15:30:18.133438,10.5.11.193,Singapore,/sensor-data,sso,True,16.21,sudo_su|git_push|wget,DEV_945
EVT-0005234,USER_030,human_user,2026-06-08 15:31:01.495801,10.4.36.52,Singapore,/github,mfa_otp,True,40.41,ps_aux|cd|grep|ps_aux|grep,DEV_925
EVT-0005235,USER_041,human_user,2026-06-08 15:31:04.584841,10.33.23.240,Delhi,/github,mfa_push,True,50.14,wget|export_csv|wget,DEV_910
EVT-0005236,USER_006,human_user,2026-06-08 15:31:16.140830,10.36.147.4,Singapore,/email,token,True,31.43,cd|ps_aux|cd,DEV_785
EVT-0005237,USER_026,human_user,2026-06-08 15:31:50.572739,10.9.114.159,Singapore,/github,mfa_push,True,53.36,scp|zip_archive|zip_archive|scp|wget|whoami,DEV_957
EVT-0005238,USER_048,human_user,2026-06-08 15:32:15.668473,10.25.80.129,Delhi,/github,password,True,25.35,git_pull|git_pull|query_db,DEV_479
EVT-0005239,USER_033,human_user,2026-06-08 15:34:10.605122,10.39.11.109,Chennai,/sensor-data,mfa_push,True,36.32,ssh|cat|export_csv|export_csv|sudo_su|ssh,DEV_707
EVT-0005240,USER_043,human_user,2026-06-08 15:34:23.983745,10.10.69.184,Pune,/source-control-prod,password,True,39.73,cd|ps_aux|ps_aux|cd|netstat,DEV_391
EVT-0005241,USER_014,human_user,2026-06-08 15:37:43.984902,10.40.147.207,Mumbai,/internal-api,mfa_otp,True,14.14,netstat|wget|wget|netstat,DEV_566
EVT-0005242,SVC_057,service_account,2026-06-08 15:37:56.460175,10.22.244.145,Mumbai,/hr-portal,api_key,True,2.38,cat|whoami|whoami|cat|query_db,DEV_891
EVT-0005243,EDGE_065,edge_device,2026-06-08 15:41:49.223488,192.168.197.224,Pune,/telemetry,certificate,True,0.67,rdp_connect|curl|rdp_connect|rdp_connect,EdgeOS-2.1/9F:3C:97:BC:71:70
EVT-0005244,USER_029,human_user,2026-06-08 15:41:52.023935,10.38.190.160,Chennai,/telemetry,sso,True,5.49,wget|ps_aux|ps_aux|ps_aux|ps_aux,DEV_381
EVT-0005245,USER_032,human_user,2026-06-08 15:44:19.160518,10.15.253.172,Pune,/internal-api,mfa_push,True,15.14,ls|query_db|netstat|netstat,DEV_151
EVT-0005246,SVC_060,service_account,2026-06-08 15:48:58.131575,10.18.165.152,Hyderabad,/telemetry,api_key,True,2.06,rdp_connect|cd|scp|scp,DEV_160
EVT-0005247,USER_031,human_user,2026-06-08 15:49:05.518580,10.8.99.241,Chennai,/hr-portal,sso,True,17.34,whoami|query_db|curl,DEV_604
EVT-0005248,USER_047,human_user,2026-06-08 15:49:46.479559,10.18.78.202,Delhi,/internal-api,sso,True,38.47,query_db|cat|curl|query_db|git_pull,DEV_181
EVT-0005249,USER_043,human_user,2026-06-08 15:50:17.516541,10.10.69.47,Pune,/wiki,password,True,54.35,cd|cd|netstat,DEV_391
EVT-0005250,USER_051,human_user,2026-06-08 15:52:05.825611,10.5.11.243,Singapore,/sensor-data,sso,True,21.1,git_push|wget|query_db,DEV_945
EVT-0005251,USER_045,human_user,2026-06-08 15:52:56.338558,10.5.134.145,Mumbai,/backup-vault,sso,True,40.68,whoami|whoami,DEV_684
EVT-0005252,EDGE_069,edge_device,2026-06-08 15:53:54.912038,192.168.193.190,Chennai,/telemetry,certificate,True,0.54,netstat|cd|cd|netstat|cd|netstat,EdgeOS-2.1/0B:98:ED:D9:C2:75
EVT-0005253,USER_047,human_user,2026-06-08 15:54:11.695534,10.18.78.70,Delhi,/telemetry,sso,True,40.74,curl|query_db|sudo_su,DEV_181
EVT-0005254,EDGE_067,edge_device,2026-06-08 15:54:15.783909,192.168.131.227,Bengaluru,/sensor-data,certificate,True,0.75,cd|cat|cd,SecureRTOS-3.4/D4:E9:1D:EC:9D:0B
EVT-0005255,EDGE_064,edge_device,2026-06-08 15:54:59.378866,192.168.122.183,Bengaluru,/sensor-data,certificate,True,0.5,grep|grep|query_db|grep|grep|grep,SecureRTOS-3.4/A5:7F:03:85:C4:78
EVT-0005256,USER_008,human_user,2026-06-08 15:56:02.193313,10.33.40.159,Pune,/hr-portal,mfa_push,True,40.66,wget|export_csv|sudo_su|cd|export_csv,DEV_698
EVT-0005257,USER_053,human_user,2026-06-08 15:56:41.477129,10.23.195.129,Hyderabad,/hr-portal,mfa_push,True,37.04,query_db|cat|ps_aux,DEV_392
EVT-0005258,USER_042,human_user,2026-06-08 16:02:47.419954,10.15.248.190,Bengaluru,/hr-portal,mfa_push,True,13.52,query_db|zip_archive|whoami|zip_archive|whoami|whoami,DEV_838
EVT-0005259,USER_047,human_user,2026-06-08 16:02:56.276200,10.18.78.208,Delhi,/github,sso,True,34.86,cd|query_db|sudo_su|scp|curl,DEV_181
EVT-0005260,EDGE_066,edge_device,2026-06-08 16:03:05.027158,192.168.20.5,Singapore,/sensor-data,biometric,True,0.67,export_csv|export_csv,EdgeOS-2.1/E4:B9:27:39:1F:67
EVT-0005261,USER_043,human_user,2026-06-08 16:03:20.766178,10.10.69.116,Pune,/source-control-prod,password,True,37.67,netstat|ps_aux|git_pull|git_pull|cd|cd,DEV_391
EVT-0005262,USER_001,human_user,2026-06-08 16:03:52.576566,10.34.22.117,Chennai,/internal-api,sso,True,48.66,git_push|rdp_connect|export_csv|wget|netstat,DEV_242
EVT-0005263,USER_018,human_user,2026-06-08 16:10:07.404317,10.6.178.19,Delhi,/email,mfa_push,True,24.31,grep|sudo_su|wget,DEV_303
EVT-0005264,USER_053,human_user,2026-06-08 16:10:25.991563,10.23.195.126,Hyderabad,/email,mfa_push,True,27.78,query_db|cat|cat,DEV_108
EVT-0005265,USER_041,human_user,2026-06-08 16:12:49.821069,10.33.23.228,Bengaluru,/github,mfa_push,True,37.66,wget|zip_archive|wget|ssh|cd|zip_archive,DEV_436
EVT-0005266,USER_043,human_user,2026-06-08 16:16:45.214928,10.10.69.73,Pune,/wiki,password,True,48.17,ps_aux|cd|netstat|git_pull|cd|ps_aux,DEV_391
EVT-0005267,USER_034,human_user,2026-06-08 16:17:56.294577,10.29.102.244,Singapore,/github,mfa_push,True,40.91,zip_archive|netstat|cd|netstat,DEV_540
EVT-0005268,EDGE_067,edge_device,2026-06-08 16:18:33.051800,192.168.131.43,Bengaluru,/telemetry,certificate,True,0.74,cat|cd|cat|cat|cat,SecureRTOS-3.4/D4:E9:1D:EC:9D:0B
EVT-0005269,USER_029,human_user,2026-06-08 16:19:16.435485,10.38.190.191,Chennai,/wiki,sso,True,29.73,cd|cd,DEV_381
EVT-0005270,EDGE_064,edge_device,2026-06-08 16:20:12.559985,192.168.122.27,Bengaluru,/telemetry,certificate,True,0.5,query_db|query_db|query_db|query_db,SecureRTOS-3.4/A5:7F:03:85:C4:78
EVT-0005271,USER_005,human_user,2026-06-08 16:20:29.743851,10.5.187.109,Singapore,/internal-api,password,True,19.77,whoami|ps_aux|ps_aux|git_push|whoami|git_pull,DEV_346
EVT-0005272,USER_052,human_user,2026-06-08 16:22:01.035432,10.7.68.12,Mumbai,/email,mfa_otp,True,50.77,query_db|sudo_su,DEV_627
EVT-0005273,USER_010,human_user,2026-06-08 16:23:35.310466,10.16.41.35,Hyderabad,/source-control-prod,mfa_otp,True,47.31,cd|git_push|git_push|ps_aux|cd|ps_aux,DEV_145
EVT-0005274,USER_031,human_user,2026-06-08 16:24:13.332307,10.8.99.165,Chennai,/telemetry,sso,True,45.46,curl|grep|wget|wget|cd|wget,DEV_604
EVT-0005275,USER_038,human_user,2026-06-08 16:25:54.224460,10.12.231.228,Bengaluru,/github,mfa_push,True,32.6,query_db|scp,DEV_178
EVT-0005276,USER_034,human_user,2026-06-08 16:27:02.150419,10.29.102.86,Singapore,/sensor-data,mfa_push,True,30.94,export_csv|export_csv|cd|netstat,DEV_540
EVT-0005277,USER_041,human_user,2026-06-08 16:27:50.336265,10.33.23.105,Bengaluru,/telemetry,mfa_push,True,52.39,zip_archive|ssh|cd|wget|cd,DEV_758
EVT-0005278,USER_018,human_user,2026-06-08 16:30:16.067862,10.6.178.75,Delhi,/github,mfa_push,True,27.84,sudo_su|export_csv|scp,DEV_832
EVT-0005279,USER_042,human_user,2026-06-08 16:31:11.954210,10.15.248.120,Bengaluru,/firmware-update,mfa_push,True,10.19,zip_archive|query_db,DEV_838
EVT-0005280,USER_030,human_user,2026-06-08 16:31:59.898879,10.4.36.167,Singapore,/sensor-data,mfa_otp,True,53.66,ps_aux|cd|cd|whoami|whoami,DEV_925
EVT-0005281,USER_043,human_user,2026-06-08 16:34:01.774744,10.10.69.221,Pune,/source-control-prod,password,False,43.47,git_pull|ps_aux|git_pull|netstat|netstat,DEV_391
EVT-0005282,SVC_062,service_account,2026-06-08 16:34:11.096828,10.18.116.229,Hyderabad,/source-control-prod,api_key,True,4.1,scp|scp,DEV_756
EVT-0005283,USER_012,human_user,2026-06-08 16:34:52.898594,10.6.152.227,Chennai,/sensor-data,mfa_push,True,38.81,curl|curl|curl|whoami|whoami,DEV_282
EVT-0005284,USER_028,human_user,2026-06-08 16:34:55.043779,10.24.158.81,Mumbai,/internal-api,token,True,18.84,wget|cat,DEV_798
EVT-0005285,USER_010,human_user,2026-06-08 16:35:12.385902,10.16.41.186,Chennai,/sensor-data,mfa_otp,True,44.96,query_db|query_db|cd|whoami|query_db,DEV_103
EVT-0005286,USER_011,human_user,2026-06-08 16:35:32.733339,10.26.205.120,Singapore,/wiki,mfa_push,True,18.88,curl|curl,DEV_522
EVT-0005287,USER_009,human_user,2026-06-08 16:37:06.261215,10.32.67.41,Mumbai,/telemetry,mfa_push,True,15.73,git_push|sudo_su|sudo_su|zip_archive|sudo_su,DEV_175
EVT-0005288,USER_010,human_user,2026-06-08 16:38:11.628640,10.16.41.186,Hyderabad,/source-control-prod,sso,True,46.46,ps_aux|ps_aux|whoami|git_push,DEV_103
EVT-0005289,USER_054,human_user,2026-06-08 16:38:22.081211,10.32.35.66,Chennai,/hr-portal,sso,True,59.91,query_db|git_push|git_push|scp|scp|cd,DEV_923
EVT-0005290,USER_042,human_user,2026-06-08 16:39:00.354976,10.15.248.237,Bengaluru,/wiki,mfa_push,True,22.54,zip_archive|zip_archive|zip_archive|query_db|ps_aux|whoami,DEV_838
EVT-0005291,USER_050,human_user,2026-06-08 16:39:28.513089,10.3.212.207,Pune,/github,sso,True,22.68,grep|sudo_su,DEV_232
EVT-0005292,EDGE_065,edge_device,2026-06-08 16:42:37.865159,192.168.197.85,Pune,/telemetry,certificate,True,0.75,rdp_connect|rdp_connect|rdp_connect,EdgeOS-2.1/9F:3C:97:BC:71:70
EVT-0005293,USER_053,human_user,2026-06-08 16:43:25.727109,10.23.195.245,Hyderabad,/email,mfa_push,True,26.39,ssh|cat|query_db,DEV_649
EVT-0005294,SVC_060,service_account,2026-06-08 16:44:42.862581,10.18.165.140,Hyderabad,/telemetry,api_key,True,2.6,rdp_connect|scp|scp,DEV_160
EVT-0005295,EDGE_068,edge_device,2026-06-08 16:45:30.918571,192.168.196.105,Bengaluru,/telemetry,certificate,True,0.7,ps_aux|scp,SecureRTOS-3.4/45:D7:BF:C3:E5:C1
EVT-0005296,USER_040,human_user,2026-06-08 16:46:10.466148,10.15.181.174,Mumbai,/backup-vault,sso,True,42.36,zip_archive|zip_archive|git_pull|curl,DEV_831
EVT-0005297,USER_034,human_user,2026-06-08 16:48:50.708662,10.29.102.57,Singapore,/github,biometric,True,39.2,zip_archive|cat|cd|netstat|zip_archive|cd,DEV_540
EVT-0005298,USER_009,human_user,2026-06-08 16:49:04.892891,10.32.67.8,Mumbai,/telemetry,biometric,True,22.48,ls|ls|zip_archive|query_db|cd|ls,DEV_175
EVT-0005299,EDGE_067,edge_device,2026-06-08 16:50:36.554805,192.168.131.74,Bengaluru,/firmware-update,certificate,True,0.78,cat|cd,SecureRTOS-3.4/D4:E9:1D:EC:9D:0B
EVT-0005300,USER_040,human_user,2026-06-08 16:50:58.115689,10.15.181.95,Mumbai,/backup-vault,sso,True,38.96,git_pull|git_pull,DEV_831
EVT-0005301,USER_006,human_user,2026-06-08 16:53:03.970522,10.36.147.157,Singapore,/internal-api,mfa_otp,False,14.21,whoami|ps_aux|whoami|cd|grep|ps_aux,DEV_385
EVT-0005302,USER_023,human_user,2026-06-08 16:54:47.779625,10.38.191.203,Singapore,/hr-portal,mfa_push,True,27.99,curl|curl|cat|curl|whoami,DEV_269
EVT-0005303,USER_001,human_user,2026-06-08 16:57:22.675087,10.34.22.197,Chennai,/wiki,sso,True,43.01,wget|wget,DEV_328
EVT-0005304,USER_001,human_user,2026-06-08 16:57:52.229100,10.34.22.41,Chennai,/internal-api,sso,True,53.91,wget|export_csv|wget|wget,DEV_328
EVT-0005305,USER_042,human_user,2026-06-08 16:58:54.467547,10.15.248.115,Bengaluru,/firmware-update,mfa_push,True,30.32,query_db|zip_archive|ssh,DEV_548
EVT-0005306,USER_040,human_user,2026-06-08 17:00:42.344761,10.15.181.67,Mumbai,/backup-vault,sso,True,46.37,grep|curl,DEV_831
EVT-0005307,USER_006,human_user,2026-06-08 17:01:13.094594,10.36.147.230,Singapore,/internal-api,mfa_otp,True,26.61,cd|grep,DEV_785
EVT-0005308,USER_047,human_user,2026-06-08 17:01:27.643150,10.18.78.237,Delhi,/telemetry,sso,True,42.56,cd|cd|sudo_su|cd|cat|scp,DEV_181
EVT-0005309,USER_045,human_user,2026-06-08 17:02:10.816322,10.5.134.83,Mumbai,/backup-vault,token,True,42.6,whoami|wget|ps_aux|wget|whoami,DEV_346
EVT-0005310,USER_024,human_user,2026-06-08 17:07:55.273673,10.10.84.240,Hyderabad,/sensor-data,token,True,26.37,sudo_su|sudo_su|zip_archive|sudo_su|ls|ps_aux,DEV_581
EVT-0005311,SVC_058,service_account,2026-06-08 17:10:40.419532,10.34.69.37,Singapore,/wiki,token,True,3.15,wget|rdp_connect|rdp_connect|cd|cd,DEV_675
EVT-0005312,USER_002,human_user,2026-06-08 17:13:03.708205,10.24.20.158,Hyderabad,/sensor-data,password,True,34.82,ps_aux|ps_aux|ps_aux|ps_aux,DEV_926
EVT-0005313,USER_053,human_user,2026-06-08 17:13:17.633365,10.23.195.210,Hyderabad,/hr-portal,mfa_push,True,41.81,ps_aux|query_db|query_db|cat|cat|query_db,DEV_392
EVT-0005314,USER_026,human_user,2026-06-08 17:13:42.544812,10.9.114.146,Singapore,/sensor-data,mfa_push,True,45.69,whoami|cd|netstat,DEV_957
EVT-0005315,USER_046,human_user,2026-06-08 17:20:37.885987,10.19.131.238,Bengaluru,/sensor-data,mfa_push,True,47.64,grep|git_pull,DEV_400
EVT-0005316,EDGE_065,edge_device,2026-06-08 17:24:56.361108,192.168.197.169,Pune,/firmware-update,certificate,True,0.75,rdp_connect|curl|rdp_connect|curl,EdgeOS-2.1/9F:3C:97:BC:71:70
EVT-0005317,USER_025,human_user,2026-06-08 17:27:37.643162,10.35.3.141,Hyderabad,/finance-db,mfa_push,True,41.97,export_csv|git_pull,DEV_745
EVT-0005318,USER_044,human_user,2026-06-08 17:28:10.872432,10.5.4.91,Chennai,/sensor-data,password,True,39.21,sudo_su|cd|cd|sudo_su|sudo_su,DEV_812
EVT-0005319,EDGE_068,edge_device,2026-06-08 17:29:34.445291,192.168.196.205,Bengaluru,/firmware-update,certificate,True,0.5,ps_aux|scp|ps_aux|ps_aux,SecureRTOS-3.4/45:D7:BF:C3:E5:C1
EVT-0005320,USER_002,human_user,2026-06-08 17:30:18.051608,10.24.20.117,Hyderabad,/sensor-data,password,True,29.73,ps_aux|ps_aux,DEV_144
