event_id,entity_id,entity_type,timestamp,predicted_attack_type,attack_confidence,sequence_reconstruction_error,sequence_anomaly_component,behavior_deviation_component,attack_confidence_component,device_novelty_component,historical_context_component,risk_score,has_sequence_context,hybrid_anomaly_score,risk_level
EVT-0004797,USER_006,human_user,2026-06-08 10:17:29.685692,normal,0.00013506413,0.15905120968818665,5.64,5.44,0.0,0.37,0.0,11.45,True,0.24030034397993025,LOW
EVT-0004798,USER_035,human_user,2026-06-08 10:18:38.828298,normal,3.0040741e-05,0.4438626170158386,15.73,8.68,0.0,0.43,0.0,24.84,True,0.501926760655148,LOW
EVT-0004799,USER_052,human_user,2026-06-08 10:18:41.073383,normal,1.680851e-05,0.18399718403816223,6.52,5.92,0.0,0.83,0.0,13.27,True,0.2642445203487482,LOW
EVT-0004800,USER_009,human_user,2026-06-08 10:18:42.077908,normal,4.9114227e-05,0.2350844144821167,8.33,6.69,0.0,0.51,0.0,15.53,True,0.318473238426243,LOW
EVT-0004801,USER_040,human_user,2026-06-08 10:19:05.422735,normal,0.0013878345,0.2711199223995209,9.61,5.98,0.03,0.41,0.0,16.03,True,0.33023391224629056,LOW
EVT-0004802,USER_009,human_user,2026-06-08 10:22:17.080015,normal,8.1181526e-05,0.24445416033267975,8.66,4.01,0.0,0.5,0.0,13.17,True,0.26330893201431643,LOW
EVT-0004803,USER_015,human_user,2026-06-08 10:23:43.437852,normal,1.9311905e-05,0.4270947277545929,15.14,5.91,0.0,0.66,0.0,21.71,True,0.441341905705649,LOW
EVT-0004804,EDGE_066,edge_device,2026-06-08 10:24:39.278460,normal,1.4424324e-05,0.639854371547699,21.34,5.03,0.0,0.31,0.0,26.68,True,0.5159215811099789,LOW
EVT-0004805,USER_050,human_user,2026-06-08 10:25:04.849792,normal,3.7670135e-05,0.3154571056365967,11.18,6.65,0.0,0.35,5.0,23.18,True,0.3616225668241047,LOW
EVT-0004806,USER_016,human_user,2026-06-08 10:25:18.828564,normal,1.0609627e-05,0.2768363952636719,9.81,4.67,0.0,0.84,0.0,15.32,True,0.2928792003964308,LOW
EVT-0004807,USER_017,human_user,2026-06-08 10:26:31.623172,normal,4.017353e-05,1.3663268089294434,30.0,5.4,0.0,0.71,0.0,36.11,True,0.5128255699532464,MEDIUM
EVT-0004808,USER_010,human_user,2026-06-08 10:26:35.317207,normal,4.7445297e-05,0.5364174842834473,19.01,5.72,0.0,0.26,1.14,26.13,True,0.5168475691507706,LOW
EVT-0004809,EDGE_066,edge_device,2026-06-08 10:27:26.569956,normal,3.1352043e-05,0.31204354763031006,11.06,5.04,0.0,0.3,0.0,16.4,True,0.334747784712682,LOW
EVT-0004810,USER_028,human_user,2026-06-08 10:27:26.868531,normal,2.2530556e-05,0.31974172592163086,11.33,7.43,0.0,0.86,0.0,19.62,True,0.40338863663407043,LOW
EVT-0004811,USER_045,human_user,2026-06-08 10:28:19.006969,normal,7.6413155e-05,0.33667317032814026,11.93,6.32,0.0,0.47,0.0,18.72,True,0.3759054917682459,LOW
EVT-0004812,USER_022,human_user,2026-06-08 10:29:27.500379,normal,1.7404556e-05,0.25649577379226685,9.09,8.86,0.0,0.77,0.0,18.72,True,0.37958481687130957,LOW
EVT-0004813,SVC_057,service_account,2026-06-08 10:29:45.221862,normal,0.00016987324,0.1684674173593521,5.97,1.01,0.0,0.47,0.0,7.45,True,0.1334969087974125,LOW
EVT-0004814,USER_009,human_user,2026-06-08 10:30:12.412316,normal,3.361702e-05,0.2598707973957062,9.21,7.75,0.0,0.49,0.0,17.45,True,0.3502697645785363,LOW
EVT-0004815,USER_051,human_user,2026-06-08 10:30:36.661566,normal,1.8239021e-05,0.2538031339645386,8.99,6.49,0.0,0.19,0.0,15.67,True,0.31934793570729797,LOW
EVT-0004816,USER_019,human_user,2026-06-08 10:30:38.058610,normal,3.85046e-05,0.20983965694904327,7.44,6.58,0.0,0.46,0.0,14.48,True,0.2957984497510386,LOW
EVT-0004817,USER_030,human_user,2026-06-08 10:30:48.713374,normal,2.0980835e-05,0.2784844934940338,9.87,10.67,0.0,0.69,0.0,21.23,True,0.4102718924884174,LOW
EVT-0004818,SVC_058,service_account,2026-06-08 10:32:23.365751,normal,1.41859055e-05,2.821983814239502,30.0,3.69,0.0,0.21,0.0,33.9,True,0.48684239421601766,MEDIUM
EVT-0004819,USER_034,human_user,2026-06-08 10:33:57.028517,normal,4.2557716e-05,0.2492208629846573,8.83,6.17,0.0,0.48,0.0,15.48,True,0.30424870521258657,LOW
EVT-0004820,USER_049,human_user,2026-06-08 10:35:00.353426,normal,0.00021725893,0.33277347683906555,11.79,10.62,0.0,1.23,0.0,23.64,True,0.4526655910586654,LOW
EVT-0004821,USER_050,human_user,2026-06-08 10:35:05.914473,normal,3.182888e-05,0.34988129138946533,12.4,5.71,0.0,0.34,0.0,18.45,True,0.3721984945854408,LOW
EVT-0004822,USER_055,human_user,2026-06-08 10:37:10.003613,normal,1.4066696e-05,0.41082555055618286,14.56,4.05,0.0,0.68,0.0,19.29,True,0.3853434117074057,LOW
EVT-0004823,USER_022,human_user,2026-06-08 10:37:39.950660,normal,9.512901e-05,0.28305521607398987,10.03,10.76,0.0,0.76,0.0,21.55,True,0.4134921728965121,LOW
EVT-0004824,EDGE_067,edge_device,2026-06-08 10:39:15.885969,normal,1.168251e-05,0.3690448999404907,13.08,6.66,0.0,0.14,0.0,19.88,True,0.4195696808626987,LOW
EVT-0004825,USER_009,human_user,2026-06-08 10:40:56.481956,normal,0.0001462698,0.24322648346424103,8.62,5.72,0.0,0.48,0.0,14.82,True,0.3090668909189735,LOW
EVT-0004826,USER_055,human_user,2026-06-08 10:41:03.206104,normal,7.7962875e-05,0.43177202343940735,15.3,4.61,0.0,0.66,0.0,20.57,True,0.4071932438290768,LOW
EVT-0004827,USER_031,human_user,2026-06-08 10:41:27.965543,normal,3.71933e-05,0.3937055766582489,13.95,6.85,0.0,0.29,0.0,21.09,True,0.4316771922382969,LOW
EVT-0004828,USER_022,human_user,2026-06-08 10:41:31.033169,normal,5.733967e-05,0.2565017342567444,9.09,8.52,0.0,0.75,0.0,18.36,True,0.3740197917053529,LOW
EVT-0004829,EDGE_065,edge_device,2026-06-08 10:41:34.399298,normal,1.4543533e-05,0.15807661414146423,5.6,6.38,0.0,0.21,0.0,12.19,True,0.25022745223092446,LOW
EVT-0004830,USER_007,human_user,2026-06-08 10:41:59.987298,normal,4.6372414e-05,0.2856670916080475,10.12,6.96,0.0,1.7,0.0,18.78,True,0.34872570645023726,LOW
EVT-0004831,USER_033,human_user,2026-06-08 10:42:15.928341,normal,0.0011127591,0.3891131281852722,13.79,7.77,0.02,1.09,0.13,22.8,True,0.4431626722629052,LOW
EVT-0004832,USER_011,human_user,2026-06-08 10:42:55.785033,normal,1.6212463e-05,0.264530748128891,9.37,3.95,0.0,0.29,0.0,13.61,True,0.28226543657725117,LOW
EVT-0004833,USER_002,human_user,2026-06-08 10:43:46.436883,normal,2.4795532e-05,0.21678268909454346,7.68,6.92,0.0,0.29,0.0,14.89,True,0.3098813425654165,LOW
EVT-0004834,USER_003,human_user,2026-06-08 10:44:00.094058,normal,0.0005452037,0.39896664023399353,14.14,7.08,0.01,0.99,0.0,22.22,True,0.4448731019390707,LOW
EVT-0004835,USER_016,human_user,2026-06-08 10:44:48.216424,normal,6.043911e-05,0.28013065457344055,9.93,4.07,0.0,0.83,0.0,14.83,True,0.2863327116531773,LOW
EVT-0004836,USER_004,human_user,2026-06-08 10:45:09.243292,normal,2.7537346e-05,0.4116142690181732,14.59,9.36,0.0,0.79,3.47,28.21,True,0.48655686880530324,LOW
EVT-0004837,USER_048,human_user,2026-06-08 10:45:27.750722,normal,4.9352646e-05,0.31883203983306885,11.3,5.3,0.0,0.69,0.0,17.29,True,0.3313158963513923,LOW
EVT-0004838,USER_001,human_user,2026-06-08 10:47:49.549301,normal,1.4543533e-05,0.987957775592804,27.51,7.18,0.0,1.04,0.0,35.73,True,0.5346916161255043,MEDIUM
EVT-0004839,USER_049,human_user,2026-06-08 10:48:02.979213,normal,4.36306e-05,0.2753555178642273,9.76,10.46,0.0,1.19,0.0,21.41,True,0.4003583510301235,LOW
EVT-0004840,USER_028,human_user,2026-06-08 10:48:09.299341,normal,8.273125e-05,0.32039573788642883,11.35,8.55,0.0,0.84,0.0,20.74,True,0.4105678560086122,LOW
EVT-0004841,USER_028,human_user,2026-06-08 10:49:11.217320,normal,0.00012922287,0.34324634075164795,12.16,9.24,0.0,0.83,0.0,22.23,True,0.429085975586608,LOW
EVT-0004842,USER_055,human_user,2026-06-08 10:49:24.650473,normal,0.00014042854,0.4454832077026367,15.79,11.42,0.0,0.64,5.0,32.85,True,0.5411460328046609,MEDIUM
EVT-0004843,USER_013,human_user,2026-06-08 10:51:01.319713,normal,1.66893e-05,0.23418977856636047,8.3,7.18,0.0,1.23,0.0,16.71,True,0.3252567373940949,LOW
EVT-0004844,USER_013,human_user,2026-06-08 10:51:10.833861,normal,0.00015306473,0.27689045667648315,9.81,6.41,0.0,1.2,0.0,17.42,True,0.3434053447934474,LOW
EVT-0004845,USER_024,human_user,2026-06-08 10:52:19.923243,normal,2.348423e-05,0.4257154166698456,15.09,8.78,0.0,1.1,0.0,24.97,True,0.4909247017224499,LOW
EVT-0004846,USER_034,human_user,2026-06-08 10:53:33.041340,normal,0.00023728609,0.27599433064460754,9.78,7.28,0.0,0.47,0.0,17.53,True,0.3402095891780628,LOW
EVT-0004847,USER_010,human_user,2026-06-08 10:55:24.974495,normal,3.552437e-05,0.5188466310501099,18.39,8.04,0.0,0.26,5.0,31.69,True,0.5428619569060467,MEDIUM
EVT-0004848,USER_052,human_user,2026-06-08 10:55:36.807274,normal,5.00679e-05,0.1770031452178955,6.27,6.65,0.0,0.81,0.0,13.73,True,0.26852172808106145,LOW
EVT-0004849,USER_015,human_user,2026-06-08 10:56:29.265465,normal,4.9233437e-05,0.378925621509552,13.43,8.59,0.0,0.65,0.0,22.67,True,0.4440545584524669,LOW
EVT-0004850,USER_050,human_user,2026-06-08 10:57:24.867236,normal,2.7894974e-05,0.34047651290893555,12.07,7.99,0.0,0.34,0.0,20.4,True,0.39690520416850333,LOW
EVT-0004851,USER_023,human_user,2026-06-08 10:58:14.514978,normal,2.348423e-05,0.18492798507213593,6.55,9.8,0.0,0.6,0.0,16.95,True,0.3182094562303301,LOW
EVT-0004852,EDGE_068,edge_device,2026-06-08 10:58:29.733290,normal,1.0609627e-05,0.19997821748256683,7.09,3.32,0.0,0.14,0.0,10.55,True,0.22088789936347988,LOW
EVT-0004853,USER_014,human_user,2026-06-08 11:00:21.523269,normal,4.2319298e-05,0.33139923214912415,11.74,6.36,0.0,0.2,0.0,18.3,True,0.3753838201059384,LOW
EVT-0004854,USER_022,human_user,2026-06-08 11:00:24.091152,normal,6.9737434e-05,0.24358853697776794,8.63,8.55,0.0,0.74,0.0,17.92,True,0.3425198474644379,LOW
EVT-0004855,USER_035,human_user,2026-06-08 11:00:35.392412,normal,1.9550323e-05,0.48011526465415955,17.01,6.09,0.0,0.42,0.0,23.52,True,0.4828641919889743,LOW
EVT-0004856,USER_033,human_user,2026-06-08 11:00:42.477971,normal,0.00026983023,0.38869109749794006,13.77,11.7,0.01,1.07,5.0,31.55,True,0.5006861771746305,MEDIUM
EVT-0004857,USER_003,human_user,2026-06-08 11:01:23.151998,normal,0.0024108887,0.29055747389793396,10.3,7.48,0.05,0.96,0.0,18.79,True,0.37217160836197116,LOW
EVT-0004858,USER_016,human_user,2026-06-08 11:02:11.905203,normal,2.7656555e-05,0.27356332540512085,9.69,4.44,0.0,0.82,0.0,14.95,True,0.28629785110626454,LOW
EVT-0004859,USER_035,human_user,2026-06-08 11:02:35.075736,normal,3.4213066e-05,0.45762208104133606,16.22,8.36,0.0,0.42,5.0,30.0,True,0.5066511877671456,MEDIUM
EVT-0004860,USER_022,human_user,2026-06-08 11:03:03.563174,normal,0.00031530857,0.26883313059806824,9.53,9.76,0.01,0.73,0.0,20.03,True,0.38907350569826166,LOW
EVT-0004861,USER_046,human_user,2026-06-08 11:03:08.769638,normal,2.3126602e-05,0.3007664680480957,10.66,7.94,0.0,1.16,1.22,20.98,True,0.3839217584424521,LOW
EVT-0004862,SVC_062,service_account,2026-06-08 11:03:29.928790,normal,1.9669533e-05,0.30797332525253296,10.91,10.55,0.0,0.19,0.0,21.65,True,0.4147967226429621,LOW
EVT-0004863,USER_042,human_user,2026-06-08 11:03:48.093163,normal,0.00019389391,1.4708396196365356,30.0,9.71,0.0,0.86,0.0,40.57,True,0.5891217086977505,MEDIUM
EVT-0004864,USER_015,human_user,2026-06-08 11:03:51.607570,normal,3.0517578e-05,0.22099629044532776,7.83,7.21,0.0,0.64,0.0,15.68,True,0.3120822341712154,LOW
EVT-0004865,USER_030,human_user,2026-06-08 11:06:27.705870,normal,2.3126602e-05,0.2679797410964966,9.5,9.4,0.0,0.68,0.0,19.58,True,0.392378853869063,LOW
EVT-0004866,USER_020,human_user,2026-06-08 11:07:28.695245,normal,1.3947487e-05,0.34864184260368347,12.36,5.11,0.0,0.53,0.0,18.0,True,0.34348016218670274,LOW
EVT-0004867,EDGE_064,edge_device,2026-06-08 11:10:22.332720,normal,1.513958e-05,0.21229681372642517,7.52,5.72,0.0,0.38,0.0,13.62,True,0.28500363377802235,LOW
EVT-0004868,USER_034,human_user,2026-06-08 11:10:37.317312,normal,0.00020009279,0.2981371581554413,10.57,5.81,0.0,0.47,0.0,16.85,True,0.3347988906566668,LOW
EVT-0004869,USER_001,human_user,2026-06-08 11:12:42.468704,normal,6.4730644e-05,0.982347309589386,27.41,3.35,0.0,1.01,0.0,31.77,True,0.4802056608549994,MEDIUM
EVT-0004870,USER_055,human_user,2026-06-08 11:13:17.006626,normal,3.7550926e-05,0.4363512694835663,15.46,7.71,0.0,0.63,5.0,28.8,True,0.4811415946088676,LOW
EVT-0004871,USER_022,human_user,2026-06-08 11:14:02.611774,normal,5.698204e-05,0.15571489930152893,5.52,7.61,0.0,0.72,0.0,13.85,True,0.2780040318263266,LOW
EVT-0004872,EDGE_065,edge_device,2026-06-08 11:15:13.432853,normal,3.5643578e-05,0.1916753649711609,6.79,11.01,0.0,0.21,0.0,18.01,True,0.35388981607576225,LOW
EVT-0004873,USER_008,human_user,2026-06-08 11:16:47.049532,normal,3.1232834e-05,0.35735204815864563,12.66,6.38,0.0,0.13,0.0,19.17,True,0.4003052681945312,LOW
EVT-0004874,USER_005,human_user,2026-06-08 11:17:18.799844,normal,5.4121017e-05,1.5618723630905151,30.0,13.56,0.0,1.45,0.0,45.01,True,0.6642491628888053,MEDIUM
EVT-0004875,USER_037,human_user,2026-06-08 11:17:26.422645,normal,0.000118494034,0.27327680587768555,9.68,7.33,0.0,0.56,0.0,17.57,True,0.3518068266377904,LOW
EVT-0004876,USER_022,human_user,2026-06-08 11:17:35.538221,normal,8.785725e-05,0.15115544199943542,5.36,7.39,0.0,0.71,0.0,13.46,True,0.28298711598208093,LOW
EVT-0004877,USER_003,human_user,2026-06-08 11:17:54.793753,normal,0.00016474724,0.28133752942085266,9.97,7.17,0.0,0.94,0.0,18.08,True,0.35991507910712117,LOW
EVT-0004878,USER_021,human_user,2026-06-08 11:18:25.898786,normal,0.0002759099,0.2451486438512802,8.69,4.31,0.01,0.4,0.0,13.41,True,0.2699771131261429,LOW
EVT-0004879,USER_013,human_user,2026-06-08 11:18:34.715232,normal,7.736683e-05,0.23389843106269836,8.29,6.41,0.0,1.17,0.0,15.87,True,0.3153293771928148,LOW
EVT-0004880,USER_038,human_user,2026-06-08 11:20:57.332394,normal,0.0012844801,0.23420663177967072,8.3,14.73,0.03,0.72,0.0,23.78,True,0.4362350396171764,LOW
EVT-0004881,USER_017,human_user,2026-06-08 11:23:42.878826,normal,0.00011193752,1.1972273588180542,30.0,6.35,0.0,0.69,2.7,39.74,True,0.5252609458622718,MEDIUM
EVT-0004882,USER_044,human_user,2026-06-08 11:23:54.715394,normal,3.0875206e-05,0.6231318116188049,21.04,4.01,0.0,0.44,0.0,25.49,True,0.47877542551077384,LOW
EVT-0004883,USER_029,human_user,2026-06-08 11:25:35.602065,normal,1.2278557e-05,0.22657528519630432,8.03,8.11,0.0,0.57,0.0,16.71,True,0.3206831874118797,LOW
EVT-0004884,USER_049,human_user,2026-06-08 11:26:19.148169,normal,3.015995e-05,0.1982804238796234,7.03,6.14,0.0,1.16,0.0,14.33,True,0.28366735561240136,LOW
EVT-0004885,USER_007,human_user,2026-06-08 11:26:52.967391,normal,6.365776e-05,0.2494674026966095,8.84,7.33,0.0,1.69,0.0,17.86,True,0.32778879775916536,LOW
EVT-0004886,USER_020,human_user,2026-06-08 11:27:04.106318,normal,8.4638596e-05,0.3332107365131378,11.81,3.67,0.0,0.52,0.0,16.0,True,0.31217329318846276,LOW
EVT-0004887,USER_044,human_user,2026-06-08 11:27:04.138657,normal,0.00031030178,0.6515135169029236,21.54,12.48,0.01,0.44,0.0,34.47,True,0.6373772563542722,MEDIUM
EVT-0004888,USER_046,human_user,2026-06-08 11:28:27.957267,normal,4.684925e-05,0.29569461941719055,10.48,6.17,0.0,1.12,0.0,17.77,True,0.35382656795160455,LOW
EVT-0004889,USER_049,human_user,2026-06-08 11:29:32.114574,normal,0.00013399124,0.2588386535644531,9.17,10.05,0.0,1.12,0.0,20.34,True,0.39129190191233576,LOW
EVT-0004890,USER_025,human_user,2026-06-08 11:29:35.664280,normal,4.7683716e-05,0.3922308683395386,13.9,3.91,0.0,1.11,0.0,18.92,True,0.3600352902312244,LOW
EVT-0004891,USER_018,human_user,2026-06-08 11:29:55.203500,normal,3.170967e-05,0.13046830892562866,4.62,6.0,0.0,0.61,0.0,11.23,True,0.23258720668047778,LOW
EVT-0004892,USER_029,human_user,2026-06-08 11:29:56.224881,normal,0.00013494492,0.21566879749298096,7.64,10.72,0.0,0.56,0.0,18.92,True,0.3489586621215188,LOW
EVT-0004893,USER_045,human_user,2026-06-08 11:31:11.319534,normal,1.1444092e-05,0.3223370909690857,11.42,6.1,0.0,0.46,0.0,17.98,True,0.3621882972441292,LOW
EVT-0004894,USER_007,human_user,2026-06-08 11:31:35.249128,normal,5.4240227e-05,0.26254186034202576,9.3,5.71,0.0,1.67,0.0,16.68,True,0.3139854746864066,LOW
EVT-0004895,USER_048,human_user,2026-06-08 11:31:39.787014,normal,6.425381e-05,0.2534632682800293,8.98,5.51,0.0,0.68,0.0,15.17,True,0.2873973111020183,LOW
EVT-0004896,USER_008,human_user,2026-06-08 11:31:44.335112,normal,0.00010716915,0.35183221101760864,12.47,3.8,0.0,0.13,0.0,16.4,True,0.33110836080266226,LOW
EVT-0004897,USER_038,human_user,2026-06-08 11:31:49.786609,normal,1.4781952e-05,0.22568148374557495,8.0,9.62,0.0,0.71,0.0,18.33,True,0.3589155516615808,LOW
EVT-0004898,USER_051,human_user,2026-06-08 11:32:30.683911,normal,1.41859055e-05,0.21220137178897858,7.52,5.04,0.0,0.18,0.0,12.74,True,0.26887786521931034,LOW
EVT-0004899,USER_021,human_user,2026-06-08 11:32:37.894011,normal,0.00022739172,0.19620272517204285,6.95,4.46,0.0,0.4,0.0,11.81,True,0.23692289315660492,LOW
EVT-0004900,USER_035,human_user,2026-06-08 11:33:15.543962,normal,0.000116825104,0.44317877292633057,15.71,11.85,0.0,0.41,0.0,27.97,True,0.5429368861065262,LOW
EVT-0004901,EDGE_064,edge_device,2026-06-08 11:33:27.294807,normal,7.915497e-05,0.2356555163860321,8.35,5.9,0.0,0.37,0.0,14.62,True,0.30588617933470147,LOW
EVT-0004902,USER_044,human_user,2026-06-08 11:33:47.745854,normal,6.258488e-05,0.6660138368606567,21.8,6.91,0.0,0.43,0.0,29.14,True,0.5588070910731402,LOW
EVT-0004903,USER_019,human_user,2026-06-08 11:35:00.528189,normal,4.4345856e-05,0.22936522960662842,8.13,6.88,0.0,0.46,0.0,15.47,True,0.31038211583908704,LOW
EVT-0004904,USER_010,human_user,2026-06-08 11:35:44.783803,normal,2.8252602e-05,0.520510733127594,18.45,6.78,0.0,0.26,0.0,25.49,True,0.5201634591332055,LOW
EVT-0004905,USER_020,human_user,2026-06-08 11:35:49.086797,normal,6.580353e-05,0.3432132601737976,12.16,6.37,0.0,0.51,0.0,19.04,True,0.3936349147475028,LOW
EVT-0004906,USER_002,human_user,2026-06-08 11:36:41.854874,normal,9.894371e-06,0.21100091934204102,7.48,7.53,0.0,0.28,0.0,15.29,True,0.31369490549869467,LOW
EVT-0004907,USER_050,human_user,2026-06-08 11:38:52.589859,normal,1.1563301e-05,0.34198853373527527,12.12,6.9,0.0,0.33,0.0,19.35,True,0.38220450728299415,LOW
EVT-0004908,USER_054,human_user,2026-06-08 11:40:23.929041,normal,2.2411346e-05,2.5203018188476562,30.0,9.61,0.0,1.29,0.0,40.9,True,0.5940760407634627,MEDIUM
EVT-0004909,USER_035,human_user,2026-06-08 11:40:32.163599,normal,0.00013923645,0.43342235684394836,15.36,8.88,0.0,0.41,5.0,29.65,True,0.48869917674737945,LOW
EVT-0004910,USER_032,human_user,2026-06-08 11:40:54.485265,normal,1.1205673e-05,0.2654144763946533,9.41,4.5,0.0,0.24,0.0,14.15,True,0.27447370127275567,LOW
EVT-0004911,USER_022,human_user,2026-06-08 11:41:44.892010,normal,8.08239e-05,0.15331757068634033,5.43,7.8,0.0,0.7,0.0,13.93,True,0.2784968240724158,LOW
EVT-0004912,USER_039,human_user,2026-06-08 11:43:23.277386,normal,4.541874e-05,0.2882874310016632,10.22,4.38,0.0,0.64,0.0,15.24,True,0.3053907763918357,LOW
EVT-0004913,USER_015,human_user,2026-06-08 11:43:43.348888,normal,1.001358e-05,0.18155597150325775,6.43,7.32,0.0,0.64,0.0,14.39,True,0.28513413169952234,LOW
EVT-0004914,USER_048,human_user,2026-06-08 11:43:58.323335,normal,0.00018185377,0.22672873735427856,8.03,7.43,0.0,0.66,0.0,16.12,True,0.31798960131872384,LOW
EVT-0004915,USER_035,human_user,2026-06-08 11:45:09.209351,normal,4.2915344e-05,0.45085084438323975,15.98,10.83,0.0,0.4,0.0,27.21,True,0.5278837381522088,LOW
EVT-0004916,USER_031,human_user,2026-06-08 11:45:13.229740,normal,6.055832e-05,0.24171583354473114,8.57,7.75,0.0,0.28,0.0,16.6,True,0.3359236832167967,LOW
EVT-0004917,USER_002,human_user,2026-06-08 11:45:44.003033,normal,8.380413e-05,0.22474788129329681,7.96,6.66,0.0,0.28,0.0,14.9,True,0.3106409178346783,LOW
EVT-0004918,EDGE_068,edge_device,2026-06-08 11:45:50.973963,normal,1.5854836e-05,0.20587752759456635,7.3,6.83,0.0,0.14,0.0,14.27,True,0.27391761143178245,LOW
EVT-0004919,USER_027,human_user,2026-06-08 11:45:55.838744,normal,1.6212463e-05,1.770395040512085,30.0,6.51,0.0,1.09,0.0,37.6,True,0.542881061950068,MEDIUM
EVT-0004920,USER_028,human_user,2026-06-08 11:46:36.461074,normal,3.0875206e-05,0.2643585205078125,9.37,6.05,0.0,0.82,0.0,16.24,True,0.3276056010668861,LOW
EVT-0004921,USER_048,human_user,2026-06-08 11:47:20.359970,normal,9.6559525e-05,0.26068341732025146,9.24,5.61,0.0,0.65,0.0,15.5,True,0.3157625089615737,LOW
EVT-0004922,EDGE_064,edge_device,2026-06-08 11:47:35.494136,normal,4.7683716e-05,0.19749531149864197,7.0,5.92,0.0,0.37,0.0,13.29,True,0.27941722104976946,LOW
EVT-0004923,USER_023,human_user,2026-06-08 11:48:13.629300,normal,3.9577484e-05,0.19514267146587372,6.92,3.83,0.0,0.59,0.0,11.34,True,0.22641349161700725,LOW
EVT-0004924,USER_045,human_user,2026-06-08 11:49:30.630888,normal,0.00010931492,0.3416219651699066,12.11,8.32,0.0,0.46,0.0,20.89,True,0.43344726922719407,LOW
EVT-0004925,USER_014,human_user,2026-06-08 11:49:44.592149,normal,2.9921532e-05,0.3089004456996918,10.95,6.89,0.0,0.2,0.0,18.04,True,0.375797194328948,LOW
EVT-0004926,USER_050,human_user,2026-06-08 11:49:47.681229,normal,4.5895576e-05,0.34046050906181335,12.07,7.06,0.0,0.33,0.0,19.46,True,0.3808006813604275,LOW
EVT-0004927,USER_016,human_user,2026-06-08 11:50:52.732670,normal,2.0861626e-05,0.3167026937007904,11.22,7.68,0.0,0.81,0.0,19.71,True,0.38676140558720473,LOW
EVT-0004928,USER_046,human_user,2026-06-08 11:53:02.350550,normal,7.379055e-05,0.2869088053703308,10.17,5.98,0.0,1.09,5.0,22.24,True,0.3434324993913638,LOW
EVT-0004929,EDGE_067,edge_device,2026-06-08 11:54:03.039848,normal,6.198883e-06,0.35722944140434265,12.66,7.9,0.0,0.13,0.0,20.69,True,0.4279012798924985,LOW
EVT-0004930,USER_022,human_user,2026-06-08 11:54:47.781373,normal,3.6478043e-05,0.15710052847862244,5.57,7.43,0.0,0.69,0.0,13.69,True,0.27514646274748283,LOW
EVT-0004931,USER_047,human_user,2026-06-08 11:54:55.134250,normal,4.9710274e-05,0.2574682831764221,9.12,6.24,0.0,0.55,0.0,15.91,True,0.32589746126569535,LOW
EVT-0004932,USER_006,human_user,2026-06-08 11:55:02.418833,normal,2.6106834e-05,0.15458549559116364,5.48,9.89,0.0,0.36,0.0,15.73,True,0.30438255086517646,LOW
EVT-0004933,USER_023,human_user,2026-06-08 11:57:21.210934,normal,0.00024586916,0.2103591114282608,7.45,7.84,0.0,0.57,0.0,15.86,True,0.29260219637012413,LOW
EVT-0004934,USER_049,human_user,2026-06-08 11:57:45.456336,normal,5.555153e-05,0.2497057467699051,8.85,6.18,0.0,1.09,0.0,16.12,True,0.3243384706214943,LOW
EVT-0004935,USER_042,human_user,2026-06-08 12:00:08.615067,normal,0.00010037422,1.3923182487487793,30.0,5.56,0.0,0.84,0.0,36.4,True,0.5299050551490341,MEDIUM
EVT-0004936,USER_014,human_user,2026-06-08 12:00:25.750214,normal,7.1406364e-05,0.2462211549282074,8.73,7.72,0.0,0.19,0.0,16.64,True,0.34211238336839683,LOW
EVT-0004937,USER_024,human_user,2026-06-08 12:01:52.616942,normal,2.8967857e-05,0.4053126275539398,14.36,5.71,0.0,1.08,2.16,23.31,True,0.4239254161970949,LOW
EVT-0004938,USER_031,human_user,2026-06-08 12:02:53.303942,normal,8.6307526e-05,0.1685265451669693,5.97,6.98,0.0,0.28,0.0,13.23,True,0.27961044233043836,LOW
EVT-0004939,USER_002,human_user,2026-06-08 12:03:34.509285,normal,2.7537346e-05,0.21864467859268188,7.75,7.43,0.0,0.28,0.0,15.46,True,0.3165658278255277,LOW
EVT-0004940,USER_044,human_user,2026-06-08 12:04:33.565968,normal,3.33786e-05,0.6279779076576233,21.13,3.98,0.0,0.43,0.0,25.54,True,0.47940856663009884,LOW
EVT-0004941,USER_029,human_user,2026-06-08 12:05:09.596681,normal,4.2438507e-05,0.20809604227542877,7.37,8.36,0.0,0.56,0.0,16.29,True,0.31012323343806053,LOW
EVT-0004942,SVC_056,service_account,2026-06-08 12:05:54.322180,normal,1.7881393e-05,0.18754714727401733,6.65,4.52,0.0,0.46,0.0,11.63,True,0.2329859127050856,LOW
EVT-0004943,USER_016,human_user,2026-06-08 12:06:14.007232,normal,5.9247017e-05,0.2882155179977417,10.21,4.0,0.0,0.79,0.0,15.0,True,0.29094064552955773,LOW
EVT-0004944,USER_050,human_user,2026-06-08 12:06:33.957560,normal,0.000179708,0.33903002738952637,12.01,4.6,0.0,0.33,5.0,21.94,True,0.34479398773904596,LOW
EVT-0004945,SVC_058,service_account,2026-06-08 12:06:37.118631,normal,5.722046e-06,2.7782235145568848,30.0,4.78,0.0,0.21,0.0,34.99,True,0.5015494216507874,MEDIUM
