entity_id,day,composite_score,ewma_score,consecutive_elevated_days,sustained_drift_detected,hour_component,device_component,resource_component,session_component
USER_002,2026-06-22,0.0523,0.0679,0,False,0.1322,0.0,0.0515,0.0519
USER_002,2026-06-23,0.1498,0.0925,0,False,0.1459,0.3333,0.0225,0.0694
USER_002,2026-06-24,0.1409,0.107,0,False,0.0912,0.3333,0.0494,0.0393
USER_002,2026-06-25,0.1683,0.1254,0,False,0.1141,0.3333,0.081,0.1056
USER_002,2026-06-26,0.1473,0.132,0,False,0.0848,0.3333,0.0214,0.1197
USER_002,2026-06-27,0.1352,0.1329,0,False,0.0357,0.3333,0.0271,0.0997
USER_002,2026-06-29,0.1599,0.141,0,False,0.0323,0.3333,0.0958,0.1234
USER_002,2026-06-30,0.1469,0.1428,0,False,0.0988,0.3333,0.044,0.0695
USER_003,2026-06-15,0.2298,0.2298,0,False,0.1956,0.0,0.4012,0.3516
USER_003,2026-06-16,0.2232,0.2278,0,False,0.0638,0.0,0.5135,0.282
USER_003,2026-06-17,0.2438,0.2326,0,False,0.0787,0.0,0.6135,0.2201
USER_003,2026-06-18,0.2485,0.2374,0,False,0.2598,0.0,0.5106,0.217
USER_003,2026-06-19,0.2433,0.2392,0,False,0.2252,0.0,0.4755,0.2784
USER_003,2026-06-20,0.2351,0.238,0,False,0.2245,0.0,0.4298,0.3065
USER_003,2026-06-22,0.178,0.22,0,False,0.1985,0.0,0.2962,0.2472
USER_003,2026-06-23,0.1893,0.2108,0,False,0.3399,0.0,0.2579,0.2198
USER_003,2026-06-24,0.1997,0.2075,0,False,0.5443,0.0,0.1337,0.2537
USER_003,2026-06-25,0.2494,0.22,0,False,0.6384,0.0,0.2071,0.2981
USER_003,2026-06-26,0.388,0.2704,0,False,0.1227,0.8182,0.2418,0.2275
USER_003,2026-06-27,0.4246,0.3167,0,False,0.0166,0.8333,0.389,0.2728
USER_003,2026-06-28,0.4342,0.3519,1,False,0.0459,0.8333,0.395,0.2828
USER_003,2026-06-29,0.4835,0.3914,2,False,0.2299,0.8333,0.4651,0.2397
USER_003,2026-06-30,0.4858,0.4197,3,False,0.1466,0.8333,0.549,0.2087
USER_003,2026-07-01,0.5372,0.455,4,False,0.1347,0.8333,0.677,0.2859
USER_003,2026-07-02,0.5854,0.4941,5,True,0.4162,0.8333,0.6127,0.3417
USER_003,2026-07-03,0.5171,0.501,6,True,0.2556,0.3333,0.9169,0.4547
USER_004,2026-06-11,0.3002,0.3002,0,False,0.8419,0.0,0.4206,0.0281
USER_004,2026-06-12,0.2156,0.2748,0,False,0.5463,0.0,0.3108,0.0657
USER_004,2026-06-13,0.2331,0.2623,0,False,0.6682,0.0,0.3173,0.0214
USER_004,2026-06-15,0.2932,0.2716,0,False,0.6448,0.25,0.2357,0.0928
USER_004,2026-06-16,0.2723,0.2718,0,False,0.6352,0.25,0.2098,0.0365
USER_004,2026-06-17,0.2332,0.2602,0,False,0.4724,0.25,0.1783,0.0509
USER_004,2026-06-18,0.2078,0.2445,0,False,0.4696,0.25,0.0912,0.0575
USER_004,2026-06-19,0.2017,0.2317,0,False,0.5329,0.25,0.0327,0.0515
USER_004,2026-06-20,0.2498,0.2371,0,False,0.5527,0.25,0.1383,0.114
USER_004,2026-06-22,0.1533,0.212,0,False,0.1498,0.25,0.1064,0.0823
USER_004,2026-06-23,0.0744,0.1707,0,False,0.2459,0.0,0.0186,0.0982
USER_004,2026-06-24,0.0381,0.1309,0,False,0.1014,0.0,0.0417,0.0268
USER_004,2026-06-25,0.0644,0.111,0,False,0.1287,0.0,0.0674,0.0923
USER_004,2026-06-26,0.0721,0.0993,0,False,0.1231,0.0,0.0508,0.161
USER_004,2026-06-29,0.0894,0.0963,0,False,0.2076,0.0,0.0693,0.1355
USER_004,2026-06-30,0.0811,0.0918,0,False,0.0993,0.0,0.0912,0.1695
USER_005,2026-06-15,0.1534,0.1534,0,False,0.1103,0.0,0.2711,0.2499
USER_005,2026-06-16,0.2413,0.1798,0,False,0.2119,0.3333,0.0571,0.4091
USER_005,2026-06-17,0.2704,0.207,0,False,0.0575,0.5,0.1639,0.2988
USER_005,2026-06-18,0.2415,0.2173,0,False,0.0539,0.5,0.1396,0.1942
USER_005,2026-06-19,0.2466,0.2261,0,False,0.0874,0.5,0.1373,0.1898
USER_005,2026-06-20,0.2776,0.2416,0,False,0.0499,0.6,0.1476,0.2166
USER_005,2026-06-21,0.2776,0.2524,0,False,0.087,0.6,0.1575,0.165
USER_005,2026-06-22,0.3258,0.2744,0,False,0.4282,0.6,0.1899,0.0161
USER_005,2026-06-23,0.3554,0.2987,0,False,0.6451,0.5,0.1383,0.1745
USER_005,2026-06-24,0.2788,0.2928,0,False,0.4865,0.3333,0.0967,0.2627
USER_005,2026-06-25,0.2546,0.2813,0,False,0.515,0.3333,0.0334,0.2076
USER_005,2026-06-26,0.232,0.2665,0,False,0.3692,0.3333,0.0517,0.213
USER_005,2026-06-29,0.155,0.233,0,False,0.3508,0.0,0.0823,0.3008
USER_005,2026-06-30,0.1423,0.2058,0,False,0.3661,0.0,0.0533,0.2653
USER_006,2026-06-12,0.0932,0.0932,0,False,0.1192,0.0,0.0007,0.3454
USER_006,2026-06-13,0.1318,0.1047,0,False,0.2272,0.0,0.0347,0.3794
USER_006,2026-06-15,0.0701,0.0944,0,False,0.2244,0.0,0.0244,0.0896
USER_006,2026-06-16,0.0713,0.0874,0,False,0.1444,0.0,0.1154,0.039
USER_006,2026-06-17,0.062,0.0798,0,False,0.2395,0.0,0.0089,0.0572
USER_006,2026-06-18,0.0458,0.0696,0,False,0.2133,0.0,0.0007,0.0147
USER_006,2026-06-19,0.0533,0.0647,0,False,0.208,0.0,0.0268,0.0184
USER_006,2026-06-21,0.0771,0.0684,0,False,0.2356,0.0,0.0449,0.0826
USER_006,2026-06-22,0.0313,0.0573,0,False,0.1371,0.0,0.0085,0.0066
USER_006,2026-06-23,0.0735,0.0622,0,False,0.222,0.0,0.0424,0.0821
USER_006,2026-06-24,0.1202,0.0796,0,False,0.4194,0.0,0.0193,0.1527
USER_006,2026-06-25,0.1435,0.0988,0,False,0.3133,0.0,0.1335,0.2041
USER_006,2026-06-26,0.0997,0.099,0,False,0.1352,0.0,0.162,0.1202
USER_006,2026-06-27,0.0958,0.0981,0,False,0.1086,0.0,0.1942,0.0789
USER_006,2026-06-28,0.0995,0.0985,0,False,0.1178,0.0,0.1942,0.0885
USER_006,2026-06-29,0.0943,0.0972,0,False,0.1643,0.0,0.1713,0.0504
USER_006,2026-06-30,0.0499,0.083,0,False,0.0127,0.0,0.1072,0.0758
USER_007,2026-06-11,0.3565,0.3565,1,False,0.4047,0.5,0.104,0.4716
USER_007,2026-06-12,0.3332,0.3495,0,False,0.5195,0.5,0.104,0.2403
USER_007,2026-06-13,0.3396,0.3465,0,False,0.5112,0.5,0.104,0.2807
USER_007,2026-06-15,0.3893,0.3594,1,False,0.5608,0.6667,0.104,0.2298
USER_007,2026-06-16,0.3789,0.3652,2,False,0.4906,0.6667,0.104,0.2477
USER_007,2026-06-17,0.3693,0.3664,3,False,0.4463,0.6667,0.104,0.2439
USER_007,2026-06-18,0.3448,0.3599,4,False,0.3402,0.6667,0.104,0.2278
USER_007,2026-06-19,0.2841,0.3372,0,False,0.2827,0.5,0.104,0.2316
USER_007,2026-06-22,0.2701,0.317,0,False,0.1885,0.5,0.104,0.2558
USER_007,2026-06-23,0.2685,0.3025,0,False,0.1799,0.5,0.104,0.2567
USER_007,2026-06-24,0.1002,0.2418,0,False,0.0859,0.0,0.104,0.2592
USER_007,2026-06-25,0.0956,0.198,0,False,0.0501,0.0,0.104,0.272
USER_007,2026-06-26,0.0931,0.1665,0,False,0.0284,0.0,0.104,0.2811
USER_007,2026-06-27,0.0939,0.1447,0,False,0.0023,0.0,0.104,0.3113
USER_007,2026-06-29,0.0853,0.1269,0,False,0.0063,0.0,0.104,0.2643
USER_007,2026-06-30,0.0969,0.1179,0,False,0.0195,0.0,0.104,0.3088
USER_008,2026-06-11,0.0384,0.0384,0,False,0.0466,0.0,0.0901,0.0104
USER_008,2026-06-12,0.0838,0.052,0,False,0.3159,0.0,0.0298,0.0584
USER_008,2026-06-14,0.0849,0.0619,0,False,0.2589,0.0,0.0379,0.1088
USER_008,2026-06-15,0.2612,0.1217,0,False,0.4622,0.5,0.0153,0.0708
USER_008,2026-06-16,0.2839,0.1704,0,False,0.3047,0.6667,0.0062,0.1056
USER_008,2026-06-17,0.238,0.1907,0,False,0.1026,0.6667,0.0099,0.0727
USER_008,2026-06-18,0.2685,0.214,0,False,0.1472,0.6667,0.0212,0.1634
USER_008,2026-06-19,0.2758,0.2325,0,False,0.1383,0.6667,0.0282,0.1982
USER_008,2026-06-20,0.2512,0.2381,0,False,0.0492,0.6667,0.0085,0.1941
USER_008,2026-06-22,0.2438,0.2398,0,False,0.0599,0.6667,0.0059,0.1503
USER_008,2026-06-23,0.1881,0.2243,0,False,0.0299,0.5,0.0416,0.0984
USER_008,2026-06-24,0.026,0.1648,0,False,0.0171,0.0,0.0546,0.0309
USER_008,2026-06-25,0.03,0.1244,0,False,0.0046,0.0,0.0699,0.0407
USER_008,2026-06-26,0.0227,0.0939,0,False,0.0158,0.0,0.0505,0.0219
USER_008,2026-06-27,0.0387,0.0773,0,False,0.0225,0.0,0.0912,0.0341
USER_008,2026-06-28,0.031,0.0634,0,False,0.023,0.0,0.0678,0.0304
USER_008,2026-06-29,0.0669,0.0645,0,False,0.1301,0.0,0.0547,0.1223
USER_008,2026-06-30,0.0791,0.0689,0,False,0.2236,0.0,0.0212,0.14
USER_009,2026-06-15,0.1624,0.1624,0,False,0.0906,0.0,0.1999,0.4215
USER_009,2026-06-16,0.1219,0.1502,0,False,0.397,0.0,0.0571,0.1267
USER_009,2026-06-17,0.054,0.1213,0,False,0.0874,0.0,0.032,0.1344
USER_009,2026-06-18,0.0982,0.1144,0,False,0.1712,0.0,0.1485,0.097
USER_009,2026-06-19,0.0943,0.1084,0,False,0.2508,0.0,0.1252,0.033
USER_009,2026-06-21,0.0897,0.1028,0,False,0.2429,0.0,0.1332,0.0056
USER_009,2026-06-22,0.1059,0.1037,0,False,0.3009,0.0,0.1279,0.0368
USER_009,2026-06-23,0.1274,0.1108,0,False,0.3517,0.0,0.1485,0.0628
USER_009,2026-06-24,0.0845,0.1029,0,False,0.0986,0.0,0.1938,0.0332
USER_009,2026-06-25,0.0975,0.1013,0,False,0.1549,0.0,0.1822,0.0592
USER_009,2026-06-26,0.0759,0.0937,0,False,0.1645,0.0,0.0882,0.0828
USER_009,2026-06-29,0.2011,0.1259,0,False,0.071,0.5,0.0709,0.078
USER_009,2026-06-30,0.2125,0.1519,0,False,0.0816,0.5,0.1028,0.0768
USER_010,2026-06-11,0.0531,0.0531,0,False,0.0095,0.0,0.097,0.1107
USER_010,2026-06-12,0.1094,0.07,0,False,0.0593,0.0,0.3077,0.0262
USER_010,2026-06-13,0.0982,0.0785,0,False,0.0907,0.0,0.261,0.0086
USER_010,2026-06-14,0.1033,0.0859,0,False,0.1467,0.0,0.2403,0.0092
USER_010,2026-06-15,0.0057,0.0619,0,False,0.0019,0.0,0.0161,0.0027
USER_010,2026-06-16,0.0742,0.0656,0,False,0.059,0.0,0.1452,0.0942
USER_010,2026-06-17,0.0633,0.0649,0,False,0.0436,0.0,0.097,0.1275
USER_010,2026-06-18,0.0718,0.067,0,False,0.1133,0.0,0.102,0.0926
USER_010,2026-06-19,0.1263,0.0848,0,False,0.0778,0.0,0.2812,0.1318
USER_010,2026-06-20,0.128,0.0977,0,False,0.0805,0.0,0.281,0.1381
USER_010,2026-06-21,0.1394,0.1102,0,False,0.0967,0.0,0.2994,0.1511
USER_010,2026-06-22,0.1308,0.1164,0,False,0.1346,0.0,0.267,0.1188
USER_010,2026-06-23,0.0492,0.0962,0,False,0.0785,0.0,0.0835,0.0423
USER_010,2026-06-24,0.0628,0.0862,0,False,0.0862,0.0,0.1338,0.027
USER_010,2026-06-25,0.0563,0.0772,0,False,0.0233,0.0,0.1395,0.0491
USER_010,2026-06-26,0.0237,0.0612,0,False,0.0581,0.0,0.0042,0.054
USER_010,2026-06-29,0.0411,0.0551,0,False,0.091,0.0,0.0585,0.0268
USER_010,2026-06-30,0.0287,0.0472,0,False,0.0615,0.0,0.0335,0.0318
USER_011,2026-06-13,0.5787,0.5787,1,False,1.0,0.0,1.0,0.3935
USER_011,2026-06-15,0.2285,0.4736,2,False,0.8399,0.0,0.1637,0.0571
USER_011,2026-06-16,0.1443,0.3748,3,False,0.4793,0.0,0.0569,0.1569
USER_011,2026-06-17,0.1189,0.2981,0,False,0.3436,0.0,0.027,0.2101
USER_011,2026-06-18,0.0524,0.2243,0,False,0.0906,0.0,0.0311,0.1245
USER_011,2026-06-19,0.0581,0.1745,0,False,0.1123,0.0,0.0074,0.1673
USER_011,2026-06-22,0.0625,0.1409,0,False,0.2051,0.0,0.0303,0.0618
USER_011,2026-06-23,0.0198,0.1045,0,False,0.0844,0.0,0.0053,0.0064
USER_011,2026-06-24,0.0401,0.0852,0,False,0.059,0.0,0.0508,0.0651
USER_011,2026-06-25,0.0525,0.0754,0,False,0.1347,0.0,0.0142,0.1065
USER_011,2026-06-26,0.0637,0.0719,0,False,0.1741,0.0,0.0039,0.1385
USER_011,2026-06-28,0.0513,0.0657,0,False,0.0806,0.0,0.0383,0.1183
USER_011,2026-06-29,0.0719,0.0676,0,False,0.126,0.0,0.0261,0.1945
USER_011,2026-06-30,0.1388,0.0889,0,False,0.1042,0.3333,0.0156,0.0665
USER_012,2026-06-11,0.0628,0.0628,0,False,0.0268,0.0,0.0238,0.2513
USER_012,2026-06-12,0.061,0.0622,0,False,0.1886,0.0,0.0238,0.0808
USER_012,2026-06-15,0.1172,0.0787,0,False,0.3959,0.0,0.0238,0.1543
USER_012,2026-06-16,0.0898,0.082,0,False,0.283,0.0,0.0584,0.0781
USER_012,2026-06-17,0.0656,0.0771,0,False,0.2798,0.0,0.0238,0.0123
USER_012,2026-06-18,0.0503,0.0691,0,False,0.1799,0.0,0.0003,0.0711
USER_012,2026-06-19,0.1782,0.1018,0,False,0.2451,0.3333,0.0617,0.0537
USER_012,2026-06-21,0.2117,0.1348,0,False,0.3139,0.3333,0.091,0.1083
USER_012,2026-06-22,0.2426,0.1671,0,False,0.3264,0.3333,0.1926,0.0977
USER_012,2026-06-23,0.2249,0.1845,0,False,0.2171,0.3333,0.1805,0.1369
USER_012,2026-06-24,0.2254,0.1967,0,False,0.2799,0.3333,0.2007,0.0459
USER_012,2026-06-25,0.2037,0.1988,0,False,0.2449,0.3333,0.1732,0.0137
USER_012,2026-06-26,0.2294,0.208,0,False,0.2578,0.3333,0.2277,0.0476
USER_012,2026-06-28,0.1113,0.179,0,False,0.1816,0.0,0.1742,0.1137
USER_012,2026-06-29,0.0827,0.1501,0,False,0.1626,0.0,0.1072,0.0901
USER_012,2026-06-30,0.0696,0.126,0,False,0.1157,0.0,0.084,0.1064
USER_013,2026-06-12,0.1784,0.1784,0,False,0.0389,0.0,0.0857,0.7248
USER_013,2026-06-13,0.1415,0.1674,0,False,0.127,0.0,0.0482,0.5083
USER_013,2026-06-15,0.0816,0.1416,0,False,0.321,0.0,0.0143,0.0657
USER_013,2026-06-16,0.1092,0.1319,0,False,0.0316,0.25,0.0107,0.1231
USER_013,2026-06-17,0.1199,0.1283,0,False,0.0717,0.25,0.0321,0.1046
USER_013,2026-06-18,0.1111,0.1231,0,False,0.061,0.25,0.029,0.0761
USER_013,2026-06-19,0.1012,0.1166,0,False,0.047,0.25,0.0312,0.0373
USER_013,2026-06-20,0.1309,0.1209,0,False,0.0401,0.25,0.0242,0.2032
USER_013,2026-06-22,0.2131,0.1485,0,False,0.0505,0.4,0.0652,0.317
USER_013,2026-06-23,0.2049,0.1655,0,False,0.1818,0.4,0.0029,0.2385
USER_013,2026-06-24,0.1514,0.1613,0,False,0.1584,0.25,0.037,0.1683
USER_013,2026-06-25,0.1855,0.1685,0,False,0.2845,0.25,0.0643,0.1718
USER_013,2026-06-26,0.1692,0.1687,0,False,0.2492,0.25,0.0711,0.1151
USER_013,2026-06-29,0.1736,0.1702,0,False,0.0869,0.25,0.1392,0.1971
USER_013,2026-06-30,0.1551,0.1657,0,False,0.2062,0.25,0.042,0.1312
USER_014,2026-06-12,0.2818,0.2818,0,False,0.8729,0.0,0.2207,0.205
USER_014,2026-06-14,0.291,0.2846,0,False,0.8804,0.0,0.2759,0.1609
USER_014,2026-06-15,0.1954,0.2578,0,False,0.7586,0.0,0.0314,0.1715
USER_014,2026-06-16,0.2254,0.2481,0,False,0.7615,0.0,0.1208,0.1843
USER_014,2026-06-17,0.2269,0.2418,0,False,0.6698,0.0,0.1729,0.2056
USER_014,2026-06-18,0.2083,0.2317,0,False,0.5217,0.0,0.1809,0.2483
USER_014,2026-06-19,0.1672,0.2123,0,False,0.6092,0.0,0.0891,0.093
USER_014,2026-06-22,0.1561,0.1955,0,False,0.5227,0.0,0.1677,0.0061
USER_014,2026-06-23,0.1574,0.184,0,False,0.4711,0.0,0.2062,0.0066
USER_014,2026-06-24,0.1293,0.1676,0,False,0.5316,0.0,0.0649,0.0174
USER_014,2026-06-25,0.2466,0.1913,0,False,0.4421,0.5,0.0241,0.005
USER_014,2026-06-26,0.2676,0.2142,0,False,0.4614,0.5,0.0321,0.0786
USER_014,2026-06-27,0.3132,0.2439,0,False,0.5351,0.5,0.0707,0.1748
USER_014,2026-06-29,0.2709,0.252,0,False,0.4529,0.5,0.0439,0.0856
USER_014,2026-06-30,0.2504,0.2515,0,False,0.4156,0.5,0.0401,0.0261
USER_015,2026-06-11,0.2692,0.2692,0,False,0.3276,0.0,0.3736,0.4579
USER_015,2026-06-12,0.0805,0.2126,0,False,0.0194,0.0,0.0762,0.2689
USER_015,2026-06-13,0.1452,0.1924,0,False,0.2232,0.0,0.2429,0.1385
USER_015,2026-06-14,0.167,0.1848,0,False,0.2308,0.0,0.2972,0.1587
USER_015,2026-06-15,0.2283,0.1978,0,False,0.2367,0.25,0.3118,0.0622
USER_015,2026-06-16,0.2379,0.2098,0,False,0.192,0.4,0.2613,0.0053
USER_015,2026-06-17,0.2039,0.2081,0,False,0.0136,0.4,0.2631,0.011
USER_015,2026-06-18,0.2271,0.2138,0,False,0.0762,0.4,0.2841,0.0329
USER_015,2026-06-19,0.2331,0.2196,0,False,0.0379,0.4,0.3353,0.0247
USER_015,2026-06-20,0.1799,0.2077,0,False,0.0757,0.4,0.1479,0.002
USER_015,2026-06-21,0.1952,0.2039,0,False,0.1105,0.4,0.1479,0.0435
USER_015,2026-06-22,0.1269,0.1808,0,False,0.1521,0.25,0.047,0.037
USER_015,2026-06-23,0.103,0.1575,0,False,0.0921,0.0,0.1695,0.1687
USER_015,2026-06-24,0.1078,0.1426,0,False,0.1847,0.0,0.0704,0.2487
USER_015,2026-06-25,0.1006,0.13,0,False,0.2024,0.0,0.1231,0.1157
USER_015,2026-06-26,0.1045,0.1223,0,False,0.186,0.0,0.1857,0.0581
USER_015,2026-06-27,0.1036,0.1167,0,False,0.0278,0.0,0.2588,0.1021
USER_015,2026-06-28,0.114,0.1159,0,False,0.0704,0.0,0.2663,0.1004
USER_015,2026-06-29,0.1291,0.1199,0,False,0.1232,0.0,0.2876,0.0908
USER_015,2026-06-30,0.1582,0.1314,0,False,0.0287,0.25,0.2233,0.0521
USER_016,2026-06-13,0.3593,0.3593,1,False,1.0,0.0,0.0,0.7964
USER_016,2026-06-14,0.3847,0.3669,2,False,1.0,0.0,0.0,0.9234
USER_016,2026-06-15,0.2393,0.3286,0,False,0.1883,0.0,0.2167,0.6831
USER_016,2026-06-16,0.2294,0.2989,0,False,0.5372,0.0,0.1188,0.4315
USER_016,2026-06-17,0.3851,0.3247,0,False,0.2717,0.7857,0.1339,0.2741
USER_016,2026-06-18,0.385,0.3428,0,False,0.3569,0.7857,0.1727,0.1306
USER_016,2026-06-19,0.3772,0.3531,1,False,0.3315,0.7857,0.1965,0.0813
USER_016,2026-06-20,0.3687,0.3578,2,False,0.2067,0.7857,0.2423,0.0948
USER_016,2026-06-21,0.3832,0.3654,3,False,0.2321,0.7333,0.3393,0.0747
USER_016,2026-06-22,0.4186,0.3814,4,False,0.272,0.7333,0.3183,0.2438
USER_016,2026-06-23,0.4819,0.4115,5,True,0.4697,0.7333,0.3929,0.2505
USER_016,2026-06-24,0.1879,0.3444,0,False,0.1229,0.0,0.4227,0.1823
USER_016,2026-06-25,0.2166,0.3061,0,False,0.0056,0.2,0.51,0.0125
USER_016,2026-06-26,0.2019,0.2748,0,False,0.0416,0.2,0.4398,0.008
USER_016,2026-06-27,0.1889,0.2491,0,False,0.0237,0.2,0.3907,0.0348
USER_016,2026-06-28,0.1527,0.2201,0,False,0.0271,0.2,0.2833,0.0111
USER_016,2026-06-29,0.162,0.2027,0,False,0.0164,0.2,0.278,0.0764
USER_016,2026-06-30,0.1565,0.1888,0,False,0.0316,0.25,0.2351,0.0234
USER_017,2026-06-12,0.2601,0.2601,0,False,0.8642,0.0,0.282,0.0133
USER_017,2026-06-14,0.2714,0.2635,0,False,0.8472,0.0,0.3396,0.0002
USER_017,2026-06-15,0.1183,0.2199,0,False,0.3819,0.0,0.0445,0.143
USER_017,2026-06-16,0.0682,0.1744,0,False,0.2093,0.0,0.0287,0.0888
USER_017,2026-06-17,0.0659,0.1419,0,False,0.0736,0.0,0.1237,0.0703
USER_017,2026-06-18,0.0514,0.1147,0,False,0.0972,0.0,0.0742,0.0485
USER_017,2026-06-19,0.0261,0.0881,0,False,0.0599,0.0,0.0052,0.0629
USER_017,2026-06-22,0.0858,0.0874,0,False,0.2564,0.0,0.059,0.0841
USER_017,2026-06-23,0.2232,0.1282,0,False,0.2112,0.5,0.0863,0.0252
USER_017,2026-06-24,0.2686,0.1703,0,False,0.1999,0.6667,0.0395,0.0838
USER_017,2026-06-25,0.2594,0.197,0,False,0.1777,0.6667,0.0577,0.0327
USER_017,2026-06-26,0.245,0.2114,0,False,0.1971,0.6667,0.0106,0.0121
USER_017,2026-06-27,0.2455,0.2216,0,False,0.1373,0.6667,0.0549,0.0079
USER_017,2026-06-29,0.2753,0.2377,0,False,0.2476,0.6667,0.0709,0.0224
USER_017,2026-06-30,0.2754,0.249,0,False,0.2046,0.6667,0.1061,0.0133
USER_018,2026-06-11,0.1217,0.1217,0,False,0.0898,0.0,0.1458,0.3001
USER_018,2026-06-12,0.1556,0.1319,0,False,0.5852,0.0,0.051,0.1165
USER_018,2026-06-14,0.1213,0.1287,0,False,0.4892,0.0,0.0307,0.0713
USER_018,2026-06-15,0.1058,0.1218,0,False,0.4528,0.0,0.0398,0.0164
USER_018,2026-06-16,0.0821,0.1099,0,False,0.226,0.0,0.0938,0.0437
USER_018,2026-06-17,0.0784,0.1005,0,False,0.0785,0.0,0.2074,0.0024
USER_018,2026-06-18,0.08,0.0943,0,False,0.1677,0.0,0.1489,0.009
USER_018,2026-06-19,0.0955,0.0947,0,False,0.1856,0.0,0.1603,0.0514
USER_018,2026-06-20,0.0739,0.0885,0,False,0.0456,0.0,0.1851,0.0465
USER_018,2026-06-22,0.0597,0.0798,0,False,0.0982,0.0,0.103,0.0456
USER_018,2026-06-23,0.0661,0.0757,0,False,0.1981,0.0,0.0821,0.0093
USER_018,2026-06-24,0.0843,0.0783,0,False,0.3116,0.0,0.0638,0.014
USER_018,2026-06-25,0.1,0.0848,0,False,0.3668,0.0,0.08,0.013
USER_018,2026-06-26,0.0791,0.0831,0,False,0.3349,0.0,0.0255,0.0222
USER_018,2026-06-27,0.0871,0.0843,0,False,0.3703,0.0,0.042,0.002
USER_018,2026-06-28,0.0674,0.0792,0,False,0.2931,0.0,0.0246,0.0071
USER_018,2026-06-29,0.0203,0.0615,0,False,0.0015,0.0,0.0655,0.002
USER_018,2026-06-30,0.0479,0.0574,0,False,0.1931,0.0,0.0224,0.0127
USER_019,2026-06-11,0.2712,0.2712,0,False,0.126,0.0,0.7943,0.0388
USER_019,2026-06-12,0.2519,0.2654,0,False,0.08,0.0,0.7768,0.0142
USER_019,2026-06-13,0.1708,0.2371,0,False,0.1468,0.0,0.3947,0.1152
USER_019,2026-06-14,0.0919,0.1935,0,False,0.0265,0.0,0.2435,0.0678
USER_019,2026-06-15,0.105,0.167,0,False,0.0607,0.0,0.3049,0.007
USER_019,2026-06-16,0.1332,0.1568,0,False,0.0407,0.0,0.3393,0.1163
USER_019,2026-06-17,0.1148,0.1442,0,False,0.0438,0.0,0.2692,0.1263
USER_019,2026-06-18,0.1048,0.1324,0,False,0.0906,0.0,0.1504,0.2079
USER_019,2026-06-19,0.0853,0.1183,0,False,0.0274,0.0,0.09,0.2638
USER_019,2026-06-20,0.1554,0.1294,0,False,0.1628,0.0,0.1584,0.3766
USER_019,2026-06-21,0.1399,0.1326,0,False,0.0311,0.0,0.1979,0.3716
USER_019,2026-06-22,0.1051,0.1243,0,False,0.0947,0.0,0.0822,0.3075
USER_019,2026-06-23,0.0646,0.1064,0,False,0.05,0.0,0.0222,0.2395
USER_019,2026-06-24,0.1565,0.1214,0,False,0.0346,0.25,0.0629,0.2788
USER_019,2026-06-25,0.1668,0.135,0,False,0.0116,0.25,0.1189,0.2691
USER_019,2026-06-26,0.1651,0.1441,0,False,0.0276,0.25,0.1208,0.242
USER_019,2026-06-27,0.1579,0.1482,0,False,0.0206,0.25,0.1198,0.2144
USER_019,2026-06-28,0.246,0.1775,0,False,0.3164,0.25,0.1979,0.2415
USER_019,2026-06-29,0.2975,0.2135,0,False,0.3656,0.25,0.2967,0.3016
USER_019,2026-06-30,0.2744,0.2318,0,False,0.1829,0.25,0.3004,0.3634
USER_019,2026-07-01,0.3033,0.2532,0,False,0.3529,0.25,0.293,0.349
USER_019,2026-07-02,0.3106,0.2704,0,False,0.4988,0.25,0.1979,0.3822
USER_020,2026-06-13,0.7,0.7,1,False,1.0,0.0,1.0,1.0
USER_020,2026-06-15,0.2393,0.5618,2,False,0.1419,0.0,0.3516,0.5273
USER_020,2026-06-16,0.1029,0.4241,3,False,0.1072,0.0,0.156,0.1731
USER_020,2026-06-17,0.0639,0.316,0,False,0.1079,0.0,0.0707,0.1053
USER_020,2026-06-18,0.019,0.2269,0,False,0.0323,0.0,0.0374,0.0066
USER_020,2026-06-19,0.0221,0.1655,0,False,0.0538,0.0,0.0169,0.0311
USER_020,2026-06-20,0.0173,0.121,0,False,0.0367,0.0,0.0157,0.0262
USER_020,2026-06-21,0.0236,0.0918,0,False,0.0725,0.0,0.027,0.0052
USER_020,2026-06-22,0.0657,0.084,0,False,0.1575,0.0,0.0697,0.0663
USER_020,2026-06-23,0.0478,0.0731,0,False,0.1191,0.0,0.0697,0.0155
USER_020,2026-06-24,0.0338,0.0613,0,False,0.0604,0.0,0.0697,0.0039
USER_020,2026-06-25,0.0426,0.0557,0,False,0.0445,0.0,0.0697,0.064
USER_020,2026-06-26,0.0546,0.0554,0,False,0.1102,0.0,0.0292,0.1192
USER_020,2026-06-27,0.0526,0.0546,0,False,0.1262,0.0,0.0297,0.0923
USER_020,2026-06-28,0.0463,0.0521,0,False,0.0998,0.0,0.0297,0.087
USER_020,2026-06-29,0.0511,0.0518,0,False,0.1348,0.0,0.0287,0.0775
USER_020,2026-06-30,0.0644,0.0556,0,False,0.1396,0.0,0.0193,0.1537
USER_021,2026-06-13,0.526,0.526,1,False,0.4593,0.0,1.0,0.6706
USER_021,2026-06-14,0.1968,0.4272,2,False,0.429,0.0,0.2019,0.2523
USER_021,2026-06-15,0.0055,0.3007,0,False,0.0015,0.0,0.0142,0.0046
USER_021,2026-06-16,0.0159,0.2153,0,False,0.0078,0.0,0.0243,0.0352
